日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
111/08/01,"869,648","72,148,938",84.00,84.00,82.30,82.70,-1.30,917
111/08/02,"1,712,759","136,830,362",81.50,81.80,78.80,79.00,-3.70,"1,552"
111/08/03,"1,226,310","95,591,981",78.40,79.80,76.80,77.40,-1.60,"1,075"
111/08/04,"1,081,584","83,679,051",78.00,78.40,76.00,77.90,+0.50,951
111/08/05,"1,106,655","88,846,910",79.30,80.90,79.00,80.70,+2.80,975
111/08/08,"674,166","53,993,431",80.40,80.80,79.30,80.50,-0.20,742
111/08/09,"2,265,706","186,983,329",81.40,83.50,81.30,82.60,+2.10,"1,886"
111/08/10,"1,077,562","88,262,767",81.60,82.60,81.20,82.20,-0.40,"1,008"
111/08/11,"2,473,569","209,419,654",85.00,85.80,83.40,83.60,+1.40,"2,641"
111/08/12,"1,155,914","97,730,952",84.00,85.10,83.80,84.70,+1.10,"1,173"
111/08/15,"2,322,650","200,221,664",85.70,87.40,84.80,86.50,+1.80,"2,146"
111/08/16,"1,763,299","152,754,364",87.40,87.60,85.90,85.90,-0.60,"1,609"
111/08/17,"1,022,556","87,792,314",86.10,86.60,85.30,85.40,-0.50,"1,143"
111/08/18,"3,548,702","310,796,497",85.40,90.00,84.40,87.40,+2.00,"2,747"
111/08/19,"8,668,139","798,799,546",91.50,94.70,90.50,91.40,+4.00,"6,404"
111/08/22,"6,530,713","606,732,253",91.00,94.40,90.60,93.00,+1.60,"6,002"
111/08/23,"3,712,383","341,934,671",92.20,92.90,91.30,92.10,-0.90,"3,415"
111/08/24,"4,246,096","386,080,716",92.70,93.40,88.60,89.20,-2.90,"3,466"
111/08/25,"3,236,178","295,009,088",90.10,92.20,90.00,90.60,+1.40,"2,546"
111/08/26,"3,161,905","288,216,959",92.00,92.60,89.70,89.70,-0.90,"2,451"
111/08/29,"2,055,344","179,201,104",86.20,88.10,85.70,87.40,-2.30,"1,852"
111/08/30,"1,645,575","145,904,655",87.50,89.40,87.40,89.30,+1.90,"1,282"
111/08/31,"1,083,977","96,365,457",87.60,89.80,87.50,89.70,+0.40,"1,205"
