日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
113/12/02,"281,912","14,324,757",51.40,51.70,50.20,50.20,-0.90,394
113/12/03,"247,689","12,584,819",50.50,51.60,50.50,50.70,+0.50,228
113/12/04,"336,054","17,382,369",51.20,52.30,51.10,52.00,+1.30,336
113/12/05,"217,928","11,240,603",52.00,52.20,51.20,51.20,-0.80,237
113/12/06,"128,564","6,683,957",51.90,52.30,51.40,52.10,+0.90,222
113/12/09,"119,356","6,145,533",52.10,52.10,51.00,51.10,-1.00,333
113/12/10,"107,407","5,475,736",51.20,51.70,50.60,51.00,-0.10,166
113/12/11,"171,227","8,668,035",51.00,51.10,50.20,50.40,-0.60,223
113/12/12,"178,515","9,029,381",50.70,51.40,50.20,50.20,-0.20,223
113/12/13,"1,147,396","55,263,849",50.20,50.20,47.45,47.50,-2.70,"1,023"
113/12/16,"645,748","30,174,102",47.45,47.50,46.15,46.50,-1.00,600
113/12/17,"275,052","12,850,528",46.40,47.25,46.20,46.55,+0.05,407
113/12/18,"329,963","15,283,919",46.45,47.10,45.85,47.05,+0.50,476
113/12/19,"271,081","12,467,358",46.50,46.65,45.70,45.70,-1.35,429
113/12/20,"494,617","22,273,859",45.50,45.80,44.50,44.75,-0.95,"1,113"
113/12/23,"481,801","21,767,357",45.30,46.00,44.80,45.00,+0.25,576
113/12/24,"959,080","46,771,323",45.80,49.50,45.80,49.50,+4.50,744
113/12/25,"4,012,016","206,571,678",52.70,52.70,50.00,51.90,+2.40,"3,007"
113/12/26,"900,691","46,146,421",51.40,52.30,50.50,50.90,-1.00,"1,151"
113/12/27,"344,034","17,298,719",51.50,51.50,49.75,49.75,-1.15,688
113/12/30,"789,513","37,934,684",49.60,49.75,47.00,47.05,-2.70,775
113/12/31,"492,182","22,898,054",46.45,47.35,45.90,47.15,+0.10,454
