日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
113/03/01,"352,786","19,021,129",54.00,54.40,53.50,53.80,-0.40,359
113/03/04,"588,776","31,853,849",53.70,54.70,53.50,54.20,+0.40,467
113/03/05,"665,381","35,834,155",54.20,54.80,53.30,53.50,-0.70,601
113/03/06,"942,577","49,659,744",53.50,53.70,51.90,52.10,-1.40,944
113/03/07,"983,199","50,738,262",52.10,52.30,51.10,51.20,-0.90,794
113/03/08,"4,148,458","229,993,441",51.20,56.30,51.20,56.30,+5.10,"2,444"
113/03/11,"6,774,660","409,738,696",58.00,61.90,57.90,61.90,+5.60,"4,042"
113/03/12,"14,977,743","922,160,769",63.40,64.30,59.20,61.70,-0.20,"9,196"
113/03/13,"4,166,038","254,509,066",61.70,62.80,59.80,60.00,-1.70,"3,464"
113/03/14,"1,931,415","114,649,854",59.80,60.60,58.20,60.10,+0.10,"1,751"
113/03/15,"1,609,417","93,901,583",59.50,59.80,57.50,58.00,-2.10,"1,861"
113/03/18,"800,771","45,580,531",58.00,58.00,56.60,56.70,-1.30,869
113/03/19,"1,319,129","76,420,428",56.50,58.90,56.10,57.50,+0.80,"1,198"
113/03/20,"640,906","36,564,320",57.20,58.00,56.60,56.60,-0.90,685
113/03/21,"709,781","40,790,415",57.60,58.00,56.80,57.70,+1.10,771
113/03/22,"3,307,460","198,734,490",58.00,61.30,58.00,59.10,+1.40,"2,869"
113/03/25,"729,430","43,139,518",59.50,60.00,58.70,58.80,-0.30,857
113/03/26,"822,621","47,532,988",59.00,59.40,57.00,57.00,-1.80,"1,047"
113/03/27,"471,152","27,194,135",57.50,58.20,57.20,57.50,+0.50,365
113/03/28,"2,268,525","135,431,281",58.20,60.50,58.10,59.30,+1.80,"1,826"
113/03/29,"1,049,674","62,556,180",59.10,60.50,58.40,59.60,+0.30,"1,044"
