日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
114/02/03,"384,665","15,874,190",42.50,42.50,40.70,41.25,-1.65,414
114/02/04,"308,726","12,602,723",41.15,41.50,40.50,40.50,-0.75,369
114/02/05,"241,047","9,985,844",41.00,41.80,41.00,41.25,+0.75,216
114/02/06,"251,714","10,583,425",41.60,42.50,41.40,42.20,+0.95,250
114/02/07,"113,351","4,767,819",41.55,42.30,41.55,42.05,-0.15,150
114/02/10,"221,883","9,316,064",42.30,42.30,41.40,42.05, 0.00,378
114/02/11,"186,342","7,830,369",42.05,42.70,41.60,41.60,-0.45,207
114/02/12,"384,381","15,872,185",41.60,42.10,40.90,40.90,-0.70,446
114/02/13,"886,316","38,091,881",41.40,43.75,41.30,43.45,+2.55,814
114/02/14,"599,648","26,365,761",43.50,44.35,43.30,44.15,+0.70,853
114/02/17,"2,233,200","100,873,165",44.40,46.65,42.85,45.75,+1.60,"2,033"
114/02/18,"1,227,298","55,799,798",45.85,46.00,44.90,45.00,-0.75,"1,172"
114/02/19,"415,152","18,885,377",45.20,45.80,45.20,45.55,+0.55,444
114/02/20,"540,669","24,181,175",45.45,45.45,44.40,44.50,-1.05,694
114/02/21,"483,690","21,804,943",45.30,45.45,44.65,45.15,+0.65,442
114/02/24,"439,338","19,803,987",45.00,45.40,44.70,45.40,+0.25,399
114/02/25,"815,449","36,180,890",44.80,45.00,43.95,44.30,-1.10,686
114/02/26,"678,561","29,580,699",44.35,44.35,43.35,43.40,-0.90,616
114/02/27,"4,682,381","205,756,655",44.80,46.80,43.35,43.35,-0.05,"1,525"
