日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
113/02/01,"488,538","27,244,229",56.40,56.40,55.50,55.60,-0.70,484
113/02/02,"430,311","23,837,991",55.70,56.00,55.10,55.10,-0.50,453
113/02/05,"571,291","30,939,546",55.10,55.10,53.80,54.40,-0.70,600
113/02/15,"558,451","30,303,688",53.50,55.00,53.50,55.00,+0.60,477
113/02/16,"454,693","25,060,508",55.30,55.50,54.70,55.50,+0.50,369
113/02/19,"490,119","27,294,752",55.80,56.10,55.50,55.70,+0.20,401
113/02/20,"555,327","30,497,911",55.90,55.90,54.50,54.80,-0.90,591
113/02/21,"443,718","24,327,116",54.80,55.10,54.50,54.90,+0.10,369
113/02/22,"557,930","30,386,627",54.90,55.00,54.20,54.50,-0.40,497
113/02/23,"532,308","29,074,811",54.60,55.20,54.00,54.00,-0.50,483
113/02/26,"535,369","29,048,698",54.50,54.80,53.70,54.80,+0.80,448
113/02/27,"555,948","29,995,575",54.60,55.00,53.40,54.10,-0.70,557
113/02/29,"351,710","18,970,169",53.60,54.20,53.60,54.20,+0.10,319
