日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
111/01/03,"3,327,732","547,302,553",166.50,167.00,163.00,164.50,-0.50,"3,345"
111/01/04,"3,356,673","546,198,215",165.00,166.00,161.50,161.50,-3.00,"3,595"
111/01/05,"4,832,780","765,958,281",161.00,161.00,157.00,158.00,-3.50,"3,980"
111/01/06,"5,402,527","844,947,247",155.00,159.50,154.50,155.00,-3.00,"3,659"
111/01/07,"8,132,896","1,225,573,053",156.50,157.00,148.50,148.50,-6.50,"5,888"
111/01/10,"5,275,579","801,076,389",148.00,154.50,147.00,152.00,+3.50,"3,479"
111/01/11,"8,024,298","1,179,532,809",151.50,152.50,144.00,145.00,-7.00,"5,863"
111/01/12,"7,056,456","1,040,426,874",148.00,149.50,144.50,148.50,+3.50,"4,656"
111/01/13,"10,313,441","1,513,128,770",151.00,152.50,144.00,144.50,-4.00,"6,632"
111/01/14,"9,383,784","1,377,865,290",144.50,150.00,142.50,149.50,+5.00,"5,570"
111/01/17,"5,450,220","807,802,630",148.00,150.50,146.00,150.00,+0.50,"3,661"
111/01/18,"4,135,156","621,585,141",149.50,153.00,148.00,148.00,-2.00,"4,147"
111/01/19,"4,319,490","628,023,295",144.00,148.00,144.00,144.50,-3.50,"2,977"
111/01/20,"4,723,432","682,315,927",144.00,146.00,142.50,146.00,+1.50,"3,078"
111/01/21,"5,408,478","762,848,668",142.50,145.00,138.50,139.00,-7.00,"4,136"
111/01/24,"5,327,010","732,570,679",136.00,141.50,133.00,140.50,+1.50,"3,696"
111/01/25,"3,373,490","466,778,605",137.50,141.50,136.50,137.00,-3.50,"3,113"
111/01/26,"4,714,672","664,416,669",137.00,144.00,136.00,141.00,+4.00,"3,610"
