日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
111/06/01,"5,317,621","152,389,833",28.65,28.80,28.50,28.60,+0.20,"3,192"
111/06/02,"6,260,235","179,827,114",28.45,28.85,28.30,28.80,+0.20,"3,586"
111/06/06,"6,476,691","185,822,047",28.80,28.80,28.55,28.55,-0.25,"5,027"
111/06/07,"6,056,551","173,184,093",28.55,28.70,28.50,28.55, 0.00,"3,184"
111/06/08,"3,510,528","100,462,684",28.60,28.70,28.55,28.65,+0.10,"2,197"
111/06/09,"4,903,929","141,037,501",28.65,28.95,28.55,28.75,+0.10,"3,100"
111/06/10,"4,132,532","118,664,137",28.50,28.90,28.45,28.80,+0.05,"2,470"
111/06/13,"7,191,713","203,385,229",28.25,28.60,28.10,28.45,-0.35,"4,394"
111/06/14,"6,375,288","182,437,948",28.45,28.80,28.25,28.80,+0.35,"3,599"
111/06/15,"7,883,284","227,536,852",28.65,28.95,28.65,28.90,+0.10,"3,807"
111/06/16,"10,850,847","313,102,615",29.00,29.00,28.70,28.85,-0.05,"4,992"
111/06/17,"16,205,132","464,928,679",28.70,28.95,28.20,28.95,+0.10,"4,987"
111/06/20,"14,152,219","400,978,771",28.45,28.90,27.85,28.20,-0.75,"6,275"
111/06/21,"11,382,134","326,392,107",28.60,28.90,28.25,28.75,+0.55,"5,514"
111/06/22,"7,288,698","208,195,920",28.90,28.90,28.40,28.55,-0.20,"3,094"
111/06/23,"9,073,861","256,485,364",28.90,28.90,28.05,28.15,-0.40,"4,986"
111/06/24,"6,918,994","197,573,806",28.60,28.75,28.25,28.70,+0.55,"2,663"
111/06/27,"6,504,224","185,140,789",28.75,28.75,28.30,28.45,-0.25,"4,913"
111/06/28,"7,586,964","214,373,882",28.60,28.60,28.05,28.30,-0.15,"3,751"
111/06/29,"13,627,093","377,729,153",28.10,28.10,27.55,27.65,-0.65,"6,942"
111/06/30,"20,107,314","539,891,962",27.60,27.60,26.60,26.70,-0.95,"9,962"
