日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
112/01/03,"3,017,181","102,587,884",33.55,34.25,33.50,34.25,+0.50,"1,880"
112/01/04,"2,390,913","81,818,359",34.25,34.45,34.05,34.20,-0.05,"1,896"
112/01/05,"6,288,337","217,032,326",34.60,34.90,34.15,34.20, 0.00,"3,140"
112/01/06,"5,504,910","190,404,285",34.20,34.75,34.15,34.75,+0.55,"2,484"
112/01/09,"8,272,608","289,972,340",34.95,35.20,34.75,35.20,+0.45,"3,650"
112/01/10,"4,758,671","167,356,460",35.20,35.40,35.00,35.20, 0.00,"2,314"
112/01/11,"3,987,007","139,933,667",35.20,35.30,35.00,35.00,-0.20,"2,128"
112/01/12,"3,131,534","109,487,899",35.15,35.25,34.80,34.95,-0.05,"1,952"
112/01/13,"3,786,655","131,148,347",35.05,35.15,34.40,34.50,-0.45,"2,447"
112/01/16,"2,908,746","100,218,969",34.45,34.65,34.30,34.45,-0.05,"1,757"
112/01/17,"3,805,122","131,464,416",34.55,34.65,34.35,34.60,+0.15,"1,893"
112/01/30,"13,601,308","483,777,451",35.60,35.80,35.10,35.50,+0.90,"6,281"
112/01/31,"9,040,508","322,089,518",35.60,35.80,35.25,35.80,+0.30,"4,578"
