日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
113/10/01,"712,504","90,858,862",128.50,129.00,126.50,128.00,-0.50,711
113/10/04,"613,885","77,233,871",128.50,128.50,125.00,125.00,-3.00,694
113/10/07,"830,827","105,621,961",127.00,129.00,125.50,127.00,+2.00,749
113/10/08,"1,289,031","159,741,006",126.00,126.50,123.00,123.00,-4.00,"1,469"
113/10/09,"634,250","78,823,998",124.50,125.00,123.50,124.00,+1.00,725
113/10/11,"887,272","109,489,031",123.00,124.50,122.00,124.50,+0.50,981
113/10/14,"772,449","95,521,733",124.50,125.00,122.50,124.50, 0.00,790
113/10/15,"947,543","118,368,343",124.50,126.00,123.50,125.50,+1.00,879
113/10/16,"990,585","122,838,471",123.50,125.00,123.50,124.00,-1.50,631
113/10/17,"605,980","75,977,032",125.00,126.50,124.50,124.50,+0.50,597
113/10/18,"850,229","106,693,620",126.00,127.00,124.00,124.00,-0.50,843
113/10/21,"931,982","116,269,522",125.00,126.50,124.00,124.00, 0.00,827
113/10/22,"933,031","116,547,098",125.00,126.00,124.50,124.50,+0.50,614
113/10/23,"1,301,207","165,263,531",124.50,129.00,124.50,126.00,+1.50,"1,110"
113/10/24,"1,100,174","139,124,516",127.00,128.00,125.50,125.50,-0.50,848
113/10/25,"731,544","91,939,734",126.00,127.00,125.00,125.00,-0.50,768
113/10/28,"510,073","63,539,356",125.50,125.50,124.00,124.00,-1.00,583
113/10/29,"897,339","110,501,469",124.00,124.50,122.00,122.50,-1.50,980
113/10/30,"473,712","57,943,260",123.00,123.50,122.00,122.00,-0.50,527
