日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
110/03/02,"3,268,861","949,565,556",300.50,301.00,287.00,287.50,-10.50,"1,967"
110/03/03,"3,801,511","1,061,957,568",285.50,288.50,274.00,278.00,-9.50,"3,341"
110/03/04,"1,557,499","434,090,894",278.00,282.00,275.50,275.50,-2.50,"1,504"
110/03/05,"2,125,685","593,573,505",273.50,284.00,272.00,280.00,+4.50,"1,772"
110/03/08,"1,327,127","368,102,981",280.50,283.50,274.00,274.00,-6.00,"1,288"
110/03/09,"1,796,039","486,197,872",272.00,274.50,268.00,270.50,-3.50,"1,528"
110/03/10,"1,851,638","514,354,844",278.00,283.50,272.50,273.00,+2.50,"1,719"
110/03/11,"944,580","262,629,297",277.00,280.00,276.50,279.50,+6.50,902
110/03/12,"1,616,527","448,423,935",282.50,283.00,274.50,276.50,-3.00,"1,366"
110/03/15,"1,044,678","287,390,617",276.00,278.00,273.50,275.50,-1.00,"1,076"
110/03/16,"1,024,583","285,290,969",277.00,281.00,277.00,278.00,+2.50,"1,055"
110/03/17,"1,314,439","362,907,740",278.00,280.00,274.50,275.50,-2.50,"1,237"
110/03/18,"1,083,784","301,779,686",279.00,280.00,276.00,280.00,+4.50,947
110/03/19,"1,301,060","358,692,043",277.50,278.50,273.50,274.00,-6.00,"1,168"
110/03/22,"1,078,353","291,548,805",274.00,274.50,268.00,270.00,-4.00,"1,047"
110/03/23,"1,284,290","346,882,243",272.00,273.50,268.00,270.00, 0.00,"1,145"
110/03/24,"995,706","267,787,510",271.00,272.00,267.00,268.50,-1.50,903
110/03/25,"2,331,934","620,687,623",271.00,271.00,263.50,263.50,-5.00,"2,243"
110/03/26,"1,623,214","433,250,513",264.00,269.50,263.50,268.00,+4.50,"1,493"
110/03/29,"1,016,509","273,432,482",268.50,270.00,267.00,269.00,+1.00,985
110/03/30,"1,150,472","312,181,984",272.50,273.50,270.00,271.50,+2.50,"1,074"
110/03/31,"1,944,206","524,080,604",272.50,273.50,266.00,266.00,-5.50,"1,718"
