日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
111/08/01,"1,798,615","564,311,566",321.00,321.00,310.00,311.50,-9.50,"5,174"
111/08/02,"2,060,755","628,300,696",306.00,308.50,302.00,306.00,-5.50,"1,903"
111/08/03,"1,319,520","401,583,863",305.50,307.50,301.50,302.50,-3.50,"1,196"
111/08/04,"2,558,696","783,055,558",303.50,308.50,303.00,306.50,+4.00,"1,958"
111/08/05,"2,022,943","634,194,744",308.00,316.00,306.50,315.00,+8.50,"1,718"
111/08/08,"1,632,389","506,230,202",311.00,312.00,307.00,311.50,-3.50,"1,828"
111/08/09,"1,356,787","426,682,741",312.00,316.50,309.50,316.00,+4.50,"1,616"
111/08/10,"640,712","201,752,632",312.50,316.00,312.50,315.50,-0.50,"1,094"
111/08/11,"2,339,332","736,903,560",320.50,322.50,309.50,311.00,-4.50,"1,995"
111/08/12,"1,654,106","511,709,355",309.00,315.00,307.00,307.00,-4.00,"1,543"
111/08/15,"1,123,912","347,979,876",308.50,311.50,307.00,310.00,+3.00,948
111/08/16,"1,714,577","535,855,027",310.50,315.00,309.00,314.50,+4.50,"1,344"
111/08/17,"1,085,103","339,050,781",313.50,315.00,310.00,311.00,-3.50,974
111/08/18,"1,626,872","500,419,728",309.50,312.00,304.50,306.00,-5.00,"1,425"
111/08/19,"2,196,079","666,592,765",306.50,308.00,301.00,303.50,-2.50,"2,022"
111/08/22,"1,957,306","584,420,184",301.00,302.50,296.00,296.50,-7.00,"1,951"
111/08/23,"2,095,356","630,054,231",295.00,305.00,292.50,302.00,+5.50,"1,851"
111/08/24,"2,048,171","623,160,146",304.00,309.50,299.00,299.50,-2.50,"2,507"
111/08/25,"1,424,501","426,492,596",301.00,303.00,297.00,298.00,-1.50,"1,459"
111/08/26,"1,713,343","513,966,389",299.00,302.50,297.50,300.50,+2.50,"1,503"
111/08/29,"10,921,731","3,481,578,186",306.00,329.00,305.00,328.00,+27.50,"8,927"
111/08/30,"12,121,761","4,095,739,188",332.00,345.00,328.50,340.50,+12.50,"10,679"
111/08/31,"6,138,343","2,069,275,661",342.50,343.00,330.50,340.00,-0.50,"4,987"
