日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
110/06/01,"702,742","171,937,918",240.50,246.50,240.50,246.00,+2.50,655
110/06/02,"973,301","235,252,344",244.50,247.00,237.00,240.00,-6.00,938
110/06/03,"862,433","206,202,714",240.50,242.00,238.00,238.00,-2.00,768
110/06/04,"918,094","218,636,342",238.50,243.00,236.00,236.50,-1.50,827
110/06/07,"752,205","177,678,946",236.50,239.00,233.00,237.00,+0.50,709
110/06/08,"1,126,649","262,653,201",236.00,238.50,231.50,231.50,-5.50,"1,068"
110/06/09,"945,382","222,357,613",231.50,237.50,230.50,235.00,+3.50,790
110/06/10,"1,163,412","278,864,059",235.00,241.50,234.00,240.00,+5.00,"1,036"
110/06/11,"733,613","175,232,508",240.00,241.50,237.00,237.00,-3.00,680
110/06/15,"380,079","90,492,489",237.50,239.50,236.00,238.50,+1.50,401
110/06/16,"509,924","121,866,218",238.50,240.50,237.50,239.00,+0.50,522
110/06/17,"937,043","227,454,238",238.50,245.50,238.50,242.50,+3.50,836
110/06/18,"1,064,923","261,944,647",242.00,248.00,241.50,245.50,+3.00,961
110/06/21,"992,674","241,453,566",242.50,245.50,240.50,245.00,-0.50,937
110/06/22,"3,295,808","846,488,122",247.00,261.00,247.00,254.00,+9.00,"2,821"
110/06/23,"5,126,889","1,386,304,411",258.00,276.50,258.00,273.50,+19.50,"4,347"
110/06/24,"4,009,176","1,080,175,557",275.50,278.50,264.00,266.00,-7.50,"3,155"
110/06/25,"1,718,732","460,768,187",267.00,272.00,264.00,264.00,-2.00,"1,501"
110/06/28,"926,265","245,576,994",265.00,267.00,262.50,265.00,+1.00,900
110/06/29,"1,146,056","303,244,990",266.00,268.00,262.00,262.50,-2.50,"1,084"
110/06/30,"1,647,904","429,183,947",262.50,265.00,258.00,259.00,-3.50,"1,467"
