日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
111/12/01,"3,425,839","872,848,249",254.00,258.00,253.00,253.50,+3.00,"2,881"
111/12/02,"5,254,566","1,370,201,204",254.00,266.00,254.00,259.50,+6.00,"4,586"
111/12/05,"4,112,204","1,087,427,985",262.50,267.50,260.00,265.50,+6.00,"3,721"
111/12/06,"5,157,092","1,377,153,474",266.00,270.00,263.50,265.50, 0.00,"4,169"
111/12/07,"3,345,553","875,875,503",264.50,267.00,257.50,259.50,-6.00,"2,845"
111/12/08,"1,998,314","516,757,715",259.00,259.50,257.00,258.50,-1.00,"1,555"
111/12/09,"1,473,565","382,654,699",260.00,263.50,258.00,258.50, 0.00,"1,363"
111/12/12,"1,620,246","423,837,786",259.00,263.00,258.50,263.00,+4.50,"1,727"
111/12/13,"2,159,073","564,583,278",263.00,263.50,260.00,261.50,-1.50,"1,708"
111/12/14,"1,788,534","470,219,772",262.00,265.50,261.50,262.50,+1.00,"1,369"
111/12/15,"1,970,562","519,207,165",263.50,265.50,261.00,263.00,+0.50,"1,384"
111/12/16,"3,683,357","950,153,195",260.00,261.50,255.50,255.50,-7.50,"2,267"
111/12/19,"3,330,321","838,489,662",256.00,257.00,249.00,251.50,-4.00,"2,419"
111/12/20,"3,330,687","821,133,291",251.50,252.00,241.50,247.00,-4.50,"2,515"
111/12/21,"2,554,255","633,382,941",248.00,250.00,244.00,250.00,+3.00,"1,515"
111/12/22,"3,096,020","787,842,630",252.50,257.00,251.00,257.00,+7.00,"1,737"
111/12/23,"1,391,429","350,483,669",252.00,254.00,251.00,251.00,-6.00,"1,321"
111/12/26,"754,567","186,704,785",252.00,252.00,245.50,245.50,-5.50,898
111/12/27,"523,039","129,579,637",248.50,249.50,246.50,246.50,+1.00,573
111/12/28,"1,821,233","436,771,398",243.00,244.00,237.50,237.50,-9.00,"2,132"
111/12/29,"1,488,859","348,772,851",236.00,237.50,231.50,236.50,-1.00,"1,648"
111/12/30,"1,134,868","271,412,802",243.00,243.00,236.50,236.50, 0.00,"1,131"
