日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
113/09/02,"10,026,720","5,889,265,555",602.00,611.00,568.00,574.00,-32.00,"15,311"
113/09/03,"9,081,000","5,268,011,596",575.00,597.00,570.00,570.00,-4.00,"10,501"
113/09/04,"12,058,015","6,305,856,353",516.00,542.00,513.00,515.00,-55.00,"21,934"
113/09/05,"13,236,060","6,896,421,410",518.00,538.00,507.00,525.00,+10.00,"15,013"
113/09/06,"10,304,152","5,331,763,775",527.00,534.00,510.00,511.00,-14.00,"13,051"
113/09/09,"13,760,038","7,243,733,490",496.00,549.00,495.50,545.00,+34.00,"14,351"
113/09/10,"17,357,772","9,175,892,128",548.00,555.00,505.00,512.00,-33.00,"21,783"
113/09/11,"8,034,908","4,192,220,545",521.00,530.00,512.00,521.00,+9.00,"7,887"
113/09/12,"12,572,548","6,961,200,558",557.00,563.00,541.00,555.00,+34.00,"14,222"
113/09/13,"6,904,913","3,815,635,909",560.00,562.00,546.00,554.00,-1.00,"8,996"
113/09/16,"4,386,299","2,397,673,921",555.00,558.00,542.00,544.00,-10.00,"5,685"
113/09/18,"6,491,391","3,523,010,122",553.00,554.00,529.00,537.00,-7.00,"7,286"
113/09/19,"8,786,554","4,887,663,243",546.00,563.00,545.00,561.00,+24.00,"9,939"
113/09/20,"10,272,136","5,792,465,186",576.00,579.00,556.00,558.00,-3.00,"10,311"
113/09/23,"8,864,935","5,075,883,463",568.00,584.00,564.00,569.00,+11.00,"9,563"
113/09/24,"5,971,306","3,380,079,320",565.00,571.00,559.00,571.00,+2.00,"9,347"
113/09/25,"9,940,104","5,795,525,705",578.00,597.00,572.00,581.00,+10.00,"10,977"
113/09/26,"23,594,666","14,455,699,713",589.00,633.00,585.00,617.00,+36.00,"25,742"
113/09/27,"15,090,320","9,362,269,556",623.00,630.00,611.00,624.00,+7.00,"15,449"
113/09/30,"11,149,278","6,722,629,146",619.00,623.00,590.00,590.00,-34.00,"16,044"
