日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
114/03/03,"5,256,958","2,757,095,492",528.00,533.00,519.00,519.00,-18.00,"8,727"
114/03/04,"7,628,957","3,989,250,173",506.00,537.00,500.00,534.00,+15.00,"8,986"
114/03/05,"14,570,981","8,202,609,379",549.00,576.00,548.00,566.00,+32.00,"17,233"
114/03/06,"11,321,459","6,498,990,984",570.00,582.00,562.00,576.00,+10.00,"12,208"
114/03/07,"9,004,617","5,077,385,947",566.00,573.00,558.00,559.00,-17.00,"10,754"
114/03/10,"6,749,861","3,830,927,861",570.00,576.00,561.00,564.00,+5.00,"7,659"
114/03/11,"9,632,730","5,371,742,875",548.00,570.00,540.00,560.00,-4.00,"14,650"
114/03/12,"8,575,540","4,854,308,469",567.00,578.00,555.00,556.00,-4.00,"13,956"
114/03/13,"15,444,533","8,853,727,105",574.00,582.00,564.00,566.00,+10.00,"16,194"
114/03/14,"9,754,386","5,583,104,890",573.00,579.00,563.00,576.00,+10.00,"10,767"
114/03/17,"8,647,320","4,936,050,368",580.00,587.00,560.00,561.00,-15.00,"12,039"
114/03/18,"4,322,809","2,446,311,298",569.00,573.00,561.00,564.00,+3.00,"4,723"
114/03/19,"9,325,465","5,041,924,679",562.00,562.00,531.00,533.00,-31.00,"15,840"
114/03/20,"7,343,784","4,014,399,409",540.00,558.00,537.00,551.00,+18.00,"8,352"
114/03/21,"5,552,344","2,990,980,357",550.00,551.00,535.00,535.00,-16.00,"7,703"
114/03/24,"8,027,474","4,207,796,709",539.00,540.00,516.00,520.00,-15.00,"13,036"
114/03/25,"5,007,430","2,647,790,796",532.00,536.00,523.00,526.00,+6.00,"5,580"
114/03/26,"3,776,115","1,997,915,888",527.00,534.00,522.00,532.00,+6.00,"4,729"
114/03/27,"6,570,351","3,424,711,063",520.00,530.00,511.00,530.00,-2.00,"7,619"
114/03/28,"6,485,205","3,314,881,336",517.00,523.00,504.00,504.00,-26.00,"11,426"
114/03/31,"10,492,553","4,899,739,845",485.00,492.00,454.00,454.00,-50.00,"20,924"
