日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
112/10/02,"16,207,443","2,895,593,697",175.50,180.50,175.00,178.50,+5.00,"10,192"
112/10/03,"9,054,034","1,606,609,826",178.00,180.00,175.50,175.50,-3.00,"9,803"
112/10/04,"10,699,159","1,853,440,966",173.50,174.50,172.00,174.00,-1.50,"8,123"
112/10/05,"10,518,224","1,823,433,202",175.50,175.50,172.50,172.50,-1.50,"8,967"
112/10/06,"9,782,239","1,683,187,301",174.00,174.00,171.00,172.50, 0.00,"8,267"
112/10/11,"21,771,996","3,771,443,810",174.00,177.50,171.00,171.50,-1.00,"12,692"
112/10/12,"10,593,814","1,818,846,456",172.50,173.00,170.50,171.50, 0.00,"8,734"
112/10/13,"14,342,570","2,430,792,254",171.00,171.50,168.00,169.00,-2.50,"12,730"
112/10/16,"20,908,824","3,436,361,701",167.50,168.00,162.00,164.50,-4.50,"16,641"
112/10/17,"13,419,112","2,254,485,082",167.50,170.00,166.00,166.50,+2.00,"9,692"
112/10/18,"20,955,512","3,381,998,937",165.50,166.00,159.50,160.00,-6.50,"14,598"
112/10/19,"14,288,296","2,277,554,715",157.50,161.50,156.00,160.00, 0.00,"9,263"
112/10/20,"11,634,691","1,839,419,056",157.50,161.00,155.50,161.00,+1.00,"9,063"
112/10/23,"8,938,001","1,429,464,459",158.50,162.50,158.50,158.50,-2.50,"6,232"
112/10/24,"24,650,279","3,819,986,150",157.50,157.50,152.00,157.00,-1.50,"17,153"
112/10/25,"14,277,867","2,263,521,447",159.00,161.50,156.50,157.00, 0.00,"9,586"
112/10/26,"30,317,210","4,556,316,613",152.50,154.00,148.00,149.00,-8.00,"20,493"
112/10/27,"24,471,368","3,638,425,057",150.50,152.00,146.50,147.00,-2.00,"12,921"
112/10/30,"14,694,342","2,149,291,317",146.50,149.00,145.00,145.50,-1.50,"9,819"
112/10/31,"13,317,456","1,930,750,840",147.00,148.00,143.00,143.00,-2.50,"8,971"
