日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
111/02/07,"1,360,739","74,527,103",54.00,55.30,54.00,55.20,+1.30,994
111/02/08,"1,266,667","70,600,704",55.40,56.30,55.30,55.80,+0.60,990
111/02/09,"1,425,593","79,996,590",56.10,56.40,55.80,56.40,+0.60,"1,029"
111/02/10,"978,324","54,925,703",56.40,56.50,56.00,56.00,-0.40,729
111/02/11,"931,972","52,400,202",56.00,56.50,55.70,56.20,+0.20,630
111/02/14,"1,625,106","92,016,653",56.10,57.40,55.70,57.30,+1.10,"1,021"
111/02/15,"1,267,348","72,415,114",57.30,57.40,56.90,57.00,-0.30,"1,215"
111/02/16,"1,130,593","64,795,930",57.40,57.90,57.00,57.40,+0.40,784
111/02/17,"2,886,006","168,531,759",57.80,59.00,57.50,58.20,+0.80,"1,843"
111/02/18,"1,543,402","90,363,452",58.00,58.90,57.60,58.60,+0.40,"1,227"
111/02/21,"2,032,537","120,241,885",58.20,59.50,58.20,59.50,+0.90,"1,342"
111/02/22,"2,489,567","145,443,219",59.20,59.30,57.90,58.60,-0.90,"2,187"
111/02/23,"2,153,761","127,746,881",58.70,60.00,58.60,59.80,+1.20,"1,402"
111/02/24,"2,658,607","155,250,183",59.10,59.20,57.80,58.10,-1.70,"1,860"
111/02/25,"2,290,297","134,037,364",58.00,59.00,58.00,58.70,+0.60,"1,209"
