日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
110/07/01,"1,299,988","70,707,713",55.00,55.00,54.00,54.10,-0.90,960
110/07/02,"1,221,027","65,917,599",54.60,54.60,53.70,53.80,-0.30,867
110/07/05,"1,681,855","90,954,396",53.90,54.90,53.80,54.00,+0.20,852
110/07/06,"1,785,522","95,632,933",54.00,54.50,53.20,53.20,-0.80,"1,092"
110/07/07,"1,444,192","77,331,000",53.20,54.10,53.00,53.70,+0.50,784
110/07/08,"978,568","52,779,788",53.60,54.30,53.40,54.30,+0.60,607
110/07/09,"1,568,071","84,873,523",53.70,54.80,53.70,54.00,-0.30,977
110/07/12,"1,111,328","60,419,083",54.30,54.80,54.10,54.50,+0.50,840
110/07/13,"1,948,445","106,937,693",55.00,55.50,54.10,54.40,-0.10,"1,281"
110/07/14,"1,416,465","77,017,980",54.40,54.90,53.60,54.50,+0.10,980
110/07/15,"3,277,390","181,160,468",55.00,55.70,54.70,55.50,+1.00,"2,231"
110/07/16,"2,084,525","116,214,717",55.50,56.10,55.20,55.90,+0.40,"1,459"
110/07/19,"1,618,974","90,341,653",55.50,56.10,55.30,55.80,-0.10,"1,138"
110/07/20,"2,242,866","125,706,042",55.30,56.70,55.10,56.00,+0.20,"1,819"
110/07/21,"3,895,648","221,433,520",56.60,57.50,56.00,57.00,+1.00,"2,613"
110/07/22,"2,642,067","150,216,672",57.50,57.70,56.20,56.80,-0.20,"1,584"
110/07/23,"1,473,687","84,021,188",57.00,57.50,56.40,57.20,+0.40,"1,026"
110/07/26,"1,865,165","107,136,380",57.90,58.00,57.00,57.20, 0.00,"1,283"
110/07/27,"2,710,619","153,861,154",57.50,58.20,55.90,56.40,-0.80,"1,643"
110/07/28,"5,676,666","326,770,891",56.20,58.50,55.80,58.50,+2.10,"3,138"
110/07/29,"4,582,316","262,245,782",58.70,59.00,56.50,57.10,-1.40,"2,856"
110/07/30,"1,795,868","101,223,524",57.20,57.20,56.10,56.10,-1.00,945
