日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
110/11/01,"342,242","18,021,861",52.30,52.90,52.30,52.70,+0.40,275
110/11/02,"891,479","47,515,949",53.00,53.60,53.00,53.40,+0.70,690
110/11/03,"1,648,128","89,474,934",53.90,54.80,53.70,54.40,+1.00,"1,664"
110/11/04,"832,851","44,947,223",54.40,54.90,53.50,53.80,-0.60,766
110/11/05,"392,391","21,034,467",53.70,54.10,53.30,54.10,+0.30,302
110/11/08,"704,130","38,049,391",54.10,54.40,53.60,54.30,+0.20,516
110/11/09,"1,226,945","67,245,242",54.70,55.20,54.30,55.00,+0.70,766
110/11/10,"560,670","30,616,361",55.00,55.00,54.30,54.50,-0.50,422
110/11/11,"1,150,642","62,505,042",54.20,54.70,54.00,54.40,-0.10,862
110/11/12,"1,057,337","57,664,619",54.40,54.80,54.30,54.40, 0.00,765
110/11/15,"1,090,482","59,450,885",54.90,54.90,54.10,54.70,+0.30,874
110/11/16,"1,594,759","86,563,184",54.80,54.80,54.10,54.20,-0.50,"1,397"
110/11/17,"1,380,638","74,886,913",54.20,54.60,54.10,54.20, 0.00,673
110/11/18,"996,957","54,293,743",54.40,54.70,54.20,54.50,+0.30,831
110/11/19,"495,755","27,095,591",54.40,54.90,54.40,54.70,+0.20,438
110/11/22,"465,013","25,395,427",54.80,54.90,54.40,54.80,+0.10,437
110/11/23,"1,052,845","56,873,070",54.80,54.80,53.60,54.00,-0.80,611
110/11/24,"1,208,568","64,685,529",53.90,54.10,53.30,53.40,-0.60,"1,000"
110/11/25,"1,032,859","55,089,352",53.40,53.80,53.10,53.40, 0.00,711
110/11/26,"989,962","52,498,901",53.90,53.90,52.70,52.80,-0.60,597
110/11/29,"969,236","51,336,881",52.40,53.70,52.20,53.30,+0.50,623
110/11/30,"1,084,806","58,117,105",53.20,53.90,53.20,53.90,+0.60,617
