日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
111/09/01,"2,144,069","100,096,038",47.25,47.25,46.30,46.60,-1.00,"1,491"
111/09/02,"832,439","38,931,894",47.00,47.15,46.60,46.75,+0.15,612
111/09/05,"1,399,669","64,226,778",46.80,46.80,45.50,45.55,-1.20,"1,239"
111/09/06,"1,218,061","54,886,587",45.55,45.80,44.75,44.90,-0.65,"1,001"
111/09/07,"1,111,926","49,942,012",44.90,45.30,44.50,45.00,+0.10,842
111/09/08,"1,804,544","83,373,801",45.20,46.65,45.15,46.60,+1.60,"1,567"
111/09/12,"1,312,130","60,955,303",47.00,47.00,46.00,46.10,-0.50,980
111/09/13,"2,680,124","126,125,239",46.45,47.45,46.45,47.00,+0.90,"1,677"
111/09/14,"1,898,848","89,147,268",46.00,47.40,45.70,47.00, 0.00,"1,814"
111/09/15,"809,723","37,794,139",47.05,47.05,46.40,46.45,-0.55,"1,165"
111/09/16,"2,025,049","92,243,144",46.20,46.40,45.15,45.15,-1.30,"1,537"
111/09/19,"779,390","35,235,768",45.30,45.65,44.95,45.15, 0.00,667
111/09/20,"755,901","34,063,864",45.30,45.40,44.85,45.10,-0.05,622
111/09/21,"1,093,070","48,932,835",45.00,45.05,44.50,44.55,-0.55,996
111/09/22,"1,298,840","57,375,968",44.15,44.85,43.50,44.35,-0.20,"1,127"
111/09/23,"1,790,579","78,103,551",44.35,44.35,43.10,43.40,-0.95,"1,316"
111/09/26,"2,500,352","104,924,071",42.70,42.70,41.40,41.65,-1.75,"1,709"
111/09/27,"962,438","40,673,536",42.20,42.90,41.60,42.80,+1.15,633
111/09/28,"1,141,609","47,379,582",42.80,42.80,41.00,41.00,-1.80,"1,054"
111/09/29,"1,702,481","72,254,527",41.80,42.95,41.55,42.30,+1.30,"1,474"
111/09/30,"636,575","26,828,667",42.00,42.60,41.50,42.25,-0.05,477
