日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
114/04/01,"775,105","221,467,545",285.50,287.50,283.00,285.00,+2.50,"1,010"
114/04/02,"419,563","120,912,609",285.00,290.00,283.00,288.50,+3.50,565
114/04/07,"331,645","86,227,700",260.00,260.00,260.00,260.00,-28.50,471
114/04/08,"1,882,369","447,931,634",236.00,244.00,234.50,240.50,-19.50,"2,220"
114/04/09,"1,930,428","432,045,674",237.50,237.50,216.50,216.50,-24.00,"2,249"
114/04/10,"573,885","136,584,630",238.00,238.00,238.00,238.00,+21.50,293
114/04/11,"1,474,764","361,487,536",230.00,255.00,226.00,255.00,+17.00,"1,777"
114/04/14,"1,389,159","356,221,148",255.00,261.50,250.50,258.00,+3.00,"1,859"
114/04/15,"775,038","201,504,440",258.00,262.50,256.00,260.50,+2.50,913
114/04/16,"740,715","190,852,949",257.00,259.50,255.50,258.00,-2.50,"2,794"
114/04/17,"418,795","108,279,370",255.00,262.00,253.00,261.00,+3.00,963
114/04/18,"240,391","62,374,422",261.00,261.00,258.50,258.50,-2.50,307
114/04/21,"372,275","96,115,095",261.00,261.00,256.00,257.50,-1.00,407
114/04/22,"489,931","125,654,852",253.00,259.00,251.50,258.00,+0.50,522
114/04/23,"442,498","116,284,042",263.00,264.00,261.50,262.50,+4.50,607
114/04/24,"419,452","111,937,637",264.00,269.50,263.50,268.50,+6.00,638
114/04/25,"400,035","108,010,549",272.00,274.50,267.00,267.00,-1.50,"4,917"
114/04/28,"383,037","102,573,939",269.50,271.00,266.00,267.50,+0.50,700
114/04/29,"371,082","99,973,242",267.50,271.50,266.50,269.50,+2.00,638
114/04/30,"421,269","113,728,509",270.50,273.00,267.50,267.50,-2.00,565
