日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
111/10/03,"2,526,008","206,725,542",80.90,82.60,80.60,82.00,+0.20,"1,881"
111/10/04,"5,528,646","467,050,146",83.20,85.20,83.20,84.80,+2.80,"4,062"
111/10/05,"12,468,362","1,088,624,014",86.00,89.20,84.60,87.00,+2.20,"9,847"
111/10/06,"5,769,429","503,902,968",88.40,88.60,86.10,87.50,+0.50,"7,198"
111/10/07,"4,366,791","382,294,457",87.20,88.20,86.80,87.60,+0.10,"4,667"
111/10/11,"6,060,060","516,693,572",86.50,86.90,84.00,85.00,-2.60,"6,761"
111/10/12,"5,186,264","442,883,747",85.50,86.40,83.30,86.40,+1.40,"4,841"
111/10/13,"5,982,549","506,976,998",86.50,87.50,82.50,83.40,-3.00,"6,946"
111/10/14,"17,225,071","1,518,136,521",86.00,91.50,86.00,87.60,+4.20,"11,570"
111/10/17,"9,425,867","788,033,799",86.50,86.50,81.20,85.00,-2.60,"10,123"
111/10/18,"7,342,748","625,896,144",86.90,87.30,83.30,84.70,-0.30,"5,759"
111/10/19,"3,430,574","290,256,065",84.90,85.70,83.80,84.00,-0.70,"2,720"
111/10/20,"7,396,780","625,872,329",83.40,85.60,82.50,85.00,+1.00,"5,360"
111/10/21,"7,706,427","635,205,179",84.20,84.30,81.20,81.80,-3.20,"7,166"
111/10/24,"4,051,462","339,646,940",83.00,84.90,83.00,83.30,+1.50,"2,761"
111/10/25,"8,969,334","726,695,021",83.60,83.70,79.00,81.40,-1.90,"7,207"
111/10/26,"6,360,295","515,341,638",82.00,82.30,79.30,81.80,+0.40,"4,889"
111/10/27,"3,848,886","320,410,269",81.90,84.10,81.80,84.10,+2.30,"2,806"
111/10/28,"3,125,099","256,782,756",83.00,83.70,81.20,81.50,-2.60,"3,278"
111/10/31,"3,077,204","256,300,177",82.70,83.70,82.50,83.70,+2.20,"2,017"
