日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
112/11/01,"10,885,267","1,337,660,627",128.00,129.00,120.00,123.50,-4.00,"7,857"
112/11/02,"8,179,012","1,100,328,001",131.50,135.50,130.00,135.50,+12.00,"4,665"
112/11/03,"22,797,076","3,138,672,039",138.50,141.00,134.00,139.00,+3.50,"14,168"
112/11/06,"10,110,530","1,416,487,444",142.00,142.50,138.50,138.50,-0.50,"8,993"
112/11/07,"6,821,551","940,715,914",139.00,139.50,136.00,138.00,-0.50,"4,863"
112/11/08,"5,455,316","755,387,338",136.50,140.00,136.50,139.00,X0.00,"3,846"
112/11/09,"13,715,547","1,908,589,158",141.50,144.00,136.00,137.00,-2.00,"9,452"
112/11/10,"5,104,709","705,785,472",137.50,140.00,137.00,137.00, 0.00,"3,735"
112/11/13,"4,516,184","622,824,193",139.50,139.50,136.00,138.00,+1.00,"3,437"
112/11/14,"4,091,172","565,884,447",138.00,139.50,137.50,138.00, 0.00,"3,045"
112/11/15,"6,351,991","875,273,828",139.50,140.00,136.00,136.00,-2.00,"4,349"
112/11/16,"6,980,810","962,555,909",136.50,140.00,134.50,139.00,+3.00,"4,570"
112/11/17,"4,329,757","593,784,203",139.00,139.00,136.00,136.50,-2.50,"3,362"
112/11/20,"3,469,427","478,269,438",136.50,138.50,136.50,138.00,+1.50,"2,489"
112/11/21,"13,276,203","1,888,199,180",138.50,144.00,138.50,143.00,+5.00,"10,425"
112/11/22,"7,598,497","1,080,046,617",142.00,144.50,140.00,143.00, 0.00,"6,182"
112/11/23,"7,447,762","1,040,026,236",143.50,144.00,138.00,138.00,-5.00,"6,185"
112/11/24,"3,769,802","518,385,980",138.50,139.00,136.50,136.50,-1.50,"3,215"
112/11/27,"7,052,580","942,291,578",136.50,137.00,131.50,133.00,-3.50,"5,666"
112/11/28,"3,321,487","452,089,331",133.50,137.00,133.50,136.50,+3.50,"2,578"
112/11/29,"3,245,892","446,581,881",136.50,138.50,136.00,138.00,+1.50,"2,570"
112/11/30,"3,824,488","521,783,918",138.00,138.50,135.00,136.50,-1.50,"2,884"
