日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
110/10/01,"3,021,775","214,528,177",72.50,72.70,70.00,70.60,-2.50,"2,207"
110/10/04,"1,643,563","116,444,759",71.30,71.70,70.00,70.20,-0.40,"1,165"
110/10/05,"2,018,389","143,711,891",70.20,72.40,69.20,72.00,+1.80,"1,345"
110/10/06,"1,273,490","90,884,665",72.50,72.50,70.50,70.80,-1.20,"1,120"
110/10/07,"2,568,683","187,110,768",71.40,73.70,71.40,73.50,+2.70,"1,925"
110/10/08,"2,230,997","164,427,735",73.90,74.30,73.00,74.30,+0.80,"1,547"
110/10/12,"2,087,318","149,748,140",72.10,72.80,70.60,71.10,-3.20,"2,108"
110/10/13,"1,319,187","93,332,483",71.60,71.90,70.00,70.40,-0.70,949
110/10/14,"754,765","53,335,637",70.90,71.30,70.10,70.70,+0.30,545
110/10/15,"752,880","53,447,577",71.40,71.60,70.70,70.90,+0.20,591
110/10/18,"1,565,479","109,822,923",71.20,71.20,69.80,70.00,-0.90,"1,451"
110/10/19,"1,396,220","98,082,233",70.10,70.70,69.60,70.20,+0.20,"1,042"
110/10/20,"1,204,956","84,639,476",70.70,70.80,70.00,70.20, 0.00,837
110/10/21,"2,411,350","172,058,208",70.60,72.50,70.40,70.50,+0.30,"1,715"
110/10/22,"2,065,723","148,545,962",71.00,72.50,70.30,72.40,+1.90,"1,568"
110/10/25,"6,122,820","455,649,441",72.90,75.10,72.90,74.90,+2.50,"4,738"
110/10/26,"5,148,730","386,844,949",74.90,76.00,74.20,75.00,+0.10,"3,315"
110/10/27,"11,020,468","844,472,904",75.40,77.50,75.40,77.30,+2.30,"7,389"
110/10/28,"6,687,563","518,025,776",77.60,78.40,76.70,77.50,+0.20,"4,360"
110/10/29,"6,194,401","481,180,151",78.00,78.30,76.80,77.50, 0.00,"5,662"
