日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
111/05/03,"1,442,249","517,285,849",355.50,362.50,354.00,362.00,+5.00,"2,378"
111/05/04,"1,250,857","452,926,921",363.00,364.00,360.50,361.50,-0.50,"1,796"
111/05/05,"1,617,137","590,558,115",364.00,366.50,363.50,366.00,+4.50,"2,716"
111/05/06,"2,543,504","912,942,352",359.50,361.50,357.50,358.00,-8.00,"3,587"
111/05/09,"2,209,351","785,060,454",355.00,359.00,352.50,356.50,-1.50,"3,206"
111/05/10,"4,598,180","1,596,548,675",350.00,351.50,343.00,350.00,-6.50,"6,140"
111/05/11,"2,080,282","724,861,225",348.00,351.00,346.00,349.50,-0.50,"3,149"
111/05/12,"5,320,857","1,806,361,092",344.00,344.00,336.50,338.00,-11.50,"8,453"
111/05/13,"4,389,947","1,457,749,983",338.00,338.50,328.50,332.50,-5.50,"6,074"
111/05/16,"2,691,494","895,886,492",336.00,337.00,330.00,332.00,-0.50,"3,635"
111/05/17,"2,817,596","942,796,115",336.50,338.00,332.00,332.50,+0.50,"3,325"
111/05/18,"3,148,266","1,048,744,450",333.50,335.50,332.00,332.00,-0.50,"3,949"
111/05/19,"3,894,924","1,261,013,919",326.50,326.50,321.50,325.00,-7.00,"5,524"
111/05/20,"2,963,337","959,321,956",326.00,326.50,322.00,324.00,-1.00,"4,373"
111/05/23,"2,418,484","786,342,974",327.00,328.00,323.00,323.50,-0.50,"2,790"
111/05/24,"1,866,632","603,390,366",324.00,326.00,322.00,322.00,-1.50,"2,135"
111/05/25,"2,106,226","687,310,695",324.00,328.00,323.50,327.00,+5.00,"2,320"
111/05/26,"2,031,883","659,959,810",329.50,329.50,323.00,323.50,-3.50,"2,614"
111/05/27,"1,846,358","605,351,535",325.00,329.50,323.50,329.00,+5.50,"1,988"
111/05/30,"3,111,488","1,047,159,403",333.00,338.50,331.00,338.50,+9.50,"3,227"
111/05/31,"5,336,677","1,820,043,209",338.50,343.00,334.00,341.50,+3.00,"2,611"
