日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
114/03/03,"3,410,924","2,286,455,238",670.00,683.00,666.00,669.00,-13.00,"5,804"
114/03/04,"3,559,707","2,371,153,088",661.00,673.00,657.00,670.00,+1.00,"4,664"
114/03/05,"2,094,557","1,419,864,237",672.00,682.00,671.00,678.00,+8.00,"2,330"
114/03/06,"1,728,589","1,172,702,569",676.00,684.00,674.00,674.00,-4.00,"2,564"
114/03/07,"2,634,444","1,746,229,284",670.00,675.00,659.00,659.00,-15.00,"4,899"
114/03/10,"3,187,193","2,089,408,099",658.00,664.00,651.00,654.00,-5.00,"4,302"
114/03/11,"3,507,701","2,287,336,737",644.00,661.00,639.00,654.00, 0.00,"4,573"
114/03/12,"20,311,828","12,240,601,851",600.00,621.00,595.00,600.00,-54.00,"33,813"
114/03/13,"7,839,959","4,826,820,569",611.00,627.00,607.00,608.00,+8.00,"11,316"
114/03/14,"3,937,221","2,396,704,990",614.00,614.00,605.00,608.00, 0.00,"5,734"
114/03/17,"4,541,832","2,824,961,897",613.00,626.00,610.00,624.00,+16.00,"5,912"
114/03/18,"8,650,508","5,613,776,096",630.00,656.00,630.00,656.00,+32.00,"9,738"
114/03/19,"4,413,773","2,860,867,907",650.00,655.00,644.00,645.00,-11.00,"5,456"
114/03/20,"4,837,945","3,151,526,764",650.00,660.00,646.00,650.00,+5.00,"6,756"
114/03/21,"5,633,984","3,665,604,696",650.00,654.00,643.00,650.00, 0.00,"4,614"
114/03/24,"3,318,132","2,120,198,373",655.00,655.00,631.00,631.00,-19.00,"12,866"
114/03/25,"4,648,788","2,930,543,494",637.00,641.00,625.00,631.00, 0.00,"5,468"
114/03/26,"6,253,453","4,070,004,746",660.00,662.00,643.00,645.00,+14.00,"6,759"
114/03/27,"4,738,777","3,013,925,156",633.00,644.00,628.00,640.00,-5.00,"5,795"
114/03/28,"3,059,808","1,958,577,243",635.00,645.00,634.00,642.00,+2.00,"4,007"
114/03/31,"6,191,256","3,834,534,806",629.00,635.00,609.00,609.00,-33.00,"8,114"
