日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
112/05/02,"1,587,703","453,367,445",283.00,287.00,282.00,286.00,+3.50,"2,104"
112/05/03,"1,680,234","482,519,554",287.00,288.00,285.50,287.50,+1.50,"2,241"
112/05/04,"2,616,730","760,566,663",287.00,292.00,286.50,292.00,+4.50,"3,010"
112/05/05,"1,787,661","516,238,031",291.50,291.50,286.00,289.00,-3.00,"3,709"
112/05/08,"1,089,695","315,047,505",289.00,290.50,288.00,288.50,-0.50,"1,477"
112/05/09,"1,891,234","550,470,225",289.50,293.00,289.00,292.00,+3.50,"7,962"
112/05/10,"1,455,301","421,906,427",290.50,292.00,287.50,291.50,-0.50,"2,104"
112/05/11,"1,190,383","343,065,327",291.50,291.50,286.50,286.50,-5.00,"3,636"
112/05/12,"2,043,532","577,369,442",286.00,287.00,280.50,281.50,-5.00,"18,521"
112/05/15,"9,179,561","2,782,236,173",304.50,309.00,297.50,303.50,+22.00,"9,209"
112/05/16,"3,504,546","1,061,283,938",303.00,305.50,299.00,303.50, 0.00,"3,725"
112/05/17,"3,220,063","977,103,627",302.50,305.00,302.00,303.50, 0.00,"3,011"
112/05/18,"4,036,995","1,241,350,459",304.50,310.00,303.00,308.00,+4.50,"4,129"
112/05/19,"2,344,294","720,479,777",306.00,309.50,305.00,308.00, 0.00,"3,193"
112/05/22,"1,592,027","488,118,468",307.50,308.00,303.50,306.50,-1.50,"2,125"
112/05/23,"2,988,013","918,628,644",307.50,309.00,306.50,307.00,+0.50,"2,535"
112/05/24,"2,088,966","639,518,975",307.00,308.00,304.50,308.00,+1.00,"3,671"
112/05/25,"2,293,309","701,049,076",307.00,308.50,304.00,304.50,-3.50,"6,303"
112/05/26,"2,302,942","708,428,628",304.50,309.00,304.00,308.50,+4.00,"3,995"
112/05/29,"1,976,279","605,459,848",309.50,312.00,303.50,303.50,-5.00,"17,026"
112/05/30,"2,270,321","692,318,030",307.50,307.50,303.50,304.00,+0.50,"5,325"
112/05/31,"5,484,869","1,672,637,249",304.00,307.00,303.00,305.00,+1.00,"6,773"
