日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
112/03/01,"778,003","54,869,910",69.90,71.00,69.80,70.70,+0.40,513
112/03/02,"563,131","39,914,128",70.70,71.20,70.50,71.10,+0.40,351
112/03/03,"1,300,766","91,479,988",70.70,71.00,69.90,71.00,-0.10,952
112/03/06,"895,222","63,352,497",71.10,71.10,70.20,70.90,-0.10,634
112/03/07,"652,548","46,187,416",71.00,71.00,70.50,71.00,+0.10,423
112/03/08,"632,351","44,935,166",70.70,71.30,70.70,71.20,+0.20,482
112/03/09,"506,205","35,961,475",71.20,71.40,70.70,71.10,-0.10,403
112/03/10,"949,205","66,891,323",70.40,71.00,70.10,71.00,-0.10,768
112/03/13,"670,410","47,456,971",70.50,71.10,70.20,71.10,+0.10,423
112/03/14,"668,132","47,393,960",70.60,71.30,70.40,71.20,+0.10,466
112/03/15,"726,832","51,805,223",71.00,71.50,70.90,71.50,+0.30,514
112/03/16,"782,555","55,217,356",71.50,71.50,70.20,70.20,-1.30,605
112/03/17,"1,095,512","78,083,412",70.70,71.60,70.20,71.60,+1.40,513
112/03/20,"279,315","19,974,964",71.70,71.80,71.30,71.60, 0.00,261
112/03/21,"429,265","30,723,609",71.40,71.90,71.20,71.90,+0.30,332
112/03/22,"629,934","45,325,926",71.90,72.10,71.70,71.90, 0.00,427
112/03/23,"742,763","53,841,865",72.00,72.80,71.90,72.60,+0.70,614
112/03/24,"915,312","67,103,953",72.90,73.80,72.60,73.50,+0.90,843
112/03/27,"370,508","27,103,371",73.50,73.60,72.70,72.80,-0.70,633
112/03/28,"420,545","30,448,071",73.00,73.00,72.10,72.60,-0.20,588
112/03/29,"183,994","13,359,078",72.60,72.80,72.40,72.50,-0.10,283
112/03/30,"446,462","32,552,771",72.70,73.20,72.50,73.00,+0.50,422
112/03/31,"477,833","35,063,511",73.50,73.70,73.10,73.10,+0.10,497
