日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
111/05/03,"199,455","14,226,060",71.10,71.50,71.10,71.40,+0.30,167
111/05/04,"166,026","11,883,490",71.40,71.90,71.40,71.50,+0.10,155
111/05/05,"401,711","28,970,727",72.00,72.40,71.80,72.40,+0.90,258
111/05/06,"640,141","46,114,223",71.90,72.70,71.50,72.30,-0.10,568
111/05/09,"471,958","33,723,387",72.10,72.10,71.10,71.30,-1.00,369
111/05/10,"670,188","47,377,012",70.70,71.30,70.00,71.30, 0.00,484
111/05/11,"508,937","36,099,841",71.00,71.90,70.70,70.70,-0.60,400
111/05/12,"667,262","46,804,549",70.60,70.80,69.80,70.20,-0.50,576
111/05/13,"595,183","41,728,851",70.50,70.60,69.80,70.00,-0.20,488
111/05/16,"315,849","22,227,821",70.10,70.80,70.10,70.20,+0.20,268
111/05/17,"270,263","19,108,110",70.50,70.90,70.50,70.90,+0.70,215
111/05/18,"398,828","28,483,088",71.10,72.10,70.90,71.40,+0.50,324
111/05/19,"238,618","16,887,680",71.00,71.30,70.40,70.60,-0.80,209
111/05/20,"256,601","18,293,422",71.80,71.80,71.00,71.30,+0.70,212
111/05/23,"260,932","18,635,259",72.00,72.00,71.00,71.50,+0.20,216
111/05/24,"252,874","17,923,375",71.70,71.70,70.50,70.50,-1.00,224
111/05/25,"324,987","22,949,377",70.60,70.90,70.20,70.50, 0.00,273
111/05/26,"216,554","15,330,690",71.10,71.10,70.50,70.90,+0.40,206
111/05/27,"310,314","22,165,625",70.90,71.60,70.90,71.50,+0.60,323
111/05/30,"401,833","28,883,410",71.70,72.10,71.40,72.10,+0.60,405
111/05/31,"406,400","29,331,339",72.00,72.50,71.70,72.10, 0.00,300
