日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
110/10/01,"4,642,143","4,148,801,110",928.00,928.00,863.00,890.00,-38.00,"5,577"
110/10/04,"4,789,808","4,054,745,064",900.00,907.00,801.00,801.00,-89.00,"5,320"
110/10/05,"6,904,945","5,738,945,515",772.00,881.00,764.00,867.00,+66.00,"7,301"
110/10/06,"8,336,158","7,471,325,509",877.00,950.00,863.00,877.00,+10.00,"9,043"
110/10/07,"6,806,153","6,245,503,521",894.00,945.00,886.00,929.00,+52.00,"6,987"
110/10/08,"5,356,144","5,019,937,883",945.00,958.00,910.00,938.00,+9.00,"5,357"
110/10/12,"3,117,618","2,827,802,492",924.00,933.00,887.00,888.00,-50.00,"3,409"
110/10/13,"3,906,430","3,503,704,290",906.00,924.00,871.00,888.00, 0.00,"3,956"
110/10/14,"5,978,184","5,280,614,870",908.00,916.00,854.00,890.00,+2.00,"5,815"
110/10/15,"5,066,012","4,599,717,746",917.00,932.00,888.00,888.00,-2.00,"5,212"
110/10/18,"3,955,862","3,600,471,920",894.00,932.00,888.00,932.00,+44.00,"4,448"
110/10/19,"4,708,939","4,370,227,833",935.00,950.00,913.00,920.00,-12.00,"5,040"
110/10/20,"2,541,676","2,337,444,677",930.00,932.00,909.00,915.00,-5.00,"2,523"
110/10/21,"7,358,787","7,125,119,811",914.00,"1,005.00",914.00,983.00,+68.00,"7,530"
110/10/22,"3,672,362","3,623,794,911",990.00,999.00,969.00,996.00,+13.00,"3,854"
110/10/25,"3,324,092","3,307,606,071",986.00,"1,040.00",978.00,978.00,-18.00,"3,514"
110/10/26,"2,547,058","2,538,703,109",995.00,"1,020.00",983.00,986.00,+8.00,"2,655"
110/10/27,"2,836,882","2,900,004,841",995.00,"1,070.00",990.00,"1,050.00",+64.00,"3,140"
110/10/28,"2,242,968","2,252,944,710","1,040.00","1,040.00",989.00,989.00,-61.00,"2,643"
110/10/29,"1,764,226","1,783,915,451","1,005.00","1,030.00",992.00,"1,030.00",+41.00,"1,952"
