日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
112/04/06,"2,396,974","2,895,770,270","1,210.00","1,240.00","1,185.00","1,210.00",-30.00,"3,255"
112/04/07,"2,850,493","3,542,753,500","1,230.00","1,265.00","1,195.00","1,250.00",+40.00,"3,366"
112/04/10,"4,343,548","5,639,521,650","1,265.00","1,330.00","1,260.00","1,315.00",+65.00,"5,112"
112/04/11,"7,395,928","9,974,699,660","1,375.00","1,385.00","1,315.00","1,345.00",+30.00,"8,849"
112/04/12,"3,611,347","4,788,380,260","1,330.00","1,350.00","1,295.00","1,340.00",-5.00,"4,394"
112/04/13,"3,217,629","4,216,707,185","1,325.00","1,340.00","1,290.00","1,290.00",-50.00,"4,011"
112/04/14,"4,022,046","5,395,956,815","1,310.00","1,370.00","1,310.00","1,360.00",+70.00,"4,957"
112/04/17,"2,669,745","3,603,893,515","1,345.00","1,370.00","1,330.00","1,340.00",-20.00,"3,050"
112/04/18,"4,470,440","5,836,333,690","1,350.00","1,365.00","1,270.00","1,280.00",-60.00,"5,851"
112/04/19,"3,781,080","4,912,265,100","1,300.00","1,330.00","1,270.00","1,295.00",+15.00,"4,019"
112/04/20,"3,294,488","4,327,110,590","1,300.00","1,330.00","1,280.00","1,315.00",+20.00,"3,531"
112/04/21,"7,421,168","9,196,644,375","1,320.00","1,320.00","1,190.00","1,195.00",-120.00,"8,373"
112/04/24,"3,340,130","3,988,784,625","1,195.00","1,210.00","1,175.00","1,210.00",+15.00,"3,570"
112/04/25,"5,990,495","6,891,072,780","1,210.00","1,215.00","1,120.00","1,135.00",-75.00,"7,010"
112/04/26,"4,736,467","5,492,636,500","1,140.00","1,180.00","1,135.00","1,170.00",+35.00,"4,914"
112/04/27,"6,226,158","7,447,745,345","1,170.00","1,245.00","1,130.00","1,215.00",+45.00,"6,352"
112/04/28,"4,646,282","5,638,496,245","1,240.00","1,250.00","1,185.00","1,185.00",-30.00,"4,958"
