日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
110/08/02,"1,829,653","146,541,179",80.50,80.60,79.70,80.40,-0.10,"1,363"
110/08/03,"2,452,794","195,090,384",80.00,80.10,79.20,79.80,-0.60,"1,986"
110/08/04,"1,707,202","135,650,584",79.50,79.80,79.20,79.60,-0.20,"1,303"
110/08/05,"2,180,557","173,426,279",79.70,80.00,79.30,79.80,+0.20,"1,829"
110/08/06,"2,273,924","180,275,242",79.70,79.80,79.10,79.40,-0.40,"1,729"
110/08/09,"2,520,430","198,503,159",79.40,79.50,78.30,78.80,-0.60,"1,887"
110/08/10,"4,432,641","345,880,168",78.80,79.00,77.70,77.90,-0.90,"3,126"
110/08/11,"3,181,688","247,793,169",77.80,78.30,77.30,77.90, 0.00,"1,906"
110/08/12,"2,194,784","171,257,654",78.30,78.60,77.50,77.90, 0.00,"1,536"
110/08/13,"3,709,338","288,107,582",77.90,78.30,77.30,77.40,-0.50,"2,202"
110/08/16,"3,343,156","257,594,065",77.10,77.40,76.80,77.00,-0.40,"2,213"
110/08/17,"2,635,545","205,238,907",77.10,78.40,77.10,78.10,+1.10,"1,599"
110/08/18,"2,984,063","232,972,190",78.00,78.80,77.50,78.50,+0.40,"1,940"
110/08/19,"2,868,750","224,921,379",78.50,79.00,77.80,78.30,-0.20,"1,801"
110/08/20,"1,934,728","152,427,723",78.50,79.30,78.00,79.00,+0.70,"1,365"
110/08/23,"1,405,131","110,926,076",79.30,79.30,78.60,79.20,+0.20,935
110/08/24,"1,341,671","106,578,995",79.50,79.90,79.10,79.60,+0.40,"1,069"
110/08/25,"1,803,875","143,704,947",79.80,79.90,79.20,79.80,+0.20,"1,201"
110/08/26,"1,978,424","156,771,689",79.60,79.70,78.80,79.70,-0.10,"1,380"
110/08/27,"1,672,330","132,269,921",79.50,79.50,78.60,79.30,-0.40,984
110/08/30,"1,375,144","108,498,324",79.30,79.30,78.70,79.00,-0.30,"1,022"
110/08/31,"2,640,340","206,864,625",79.00,79.00,78.00,78.50,-0.50,"1,221"
