日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
111/02/07,"3,122,636","275,403,063",88.50,88.90,87.80,88.00,-0.50,"4,968"
111/02/08,"2,638,037","232,110,980",88.00,88.60,87.50,88.20,+0.20,"3,065"
111/02/09,"4,933,579","444,448,350",88.60,90.90,88.60,90.90,+2.70,"3,085"
111/02/10,"3,174,495","289,491,295",91.20,91.80,90.10,91.80,+0.90,"2,490"
111/02/11,"2,088,663","191,045,244",91.30,92.20,90.60,91.00,-0.80,"2,856"
111/02/14,"1,739,756","157,433,530",90.00,91.00,89.90,90.40,-0.60,"2,571"
111/02/15,"1,661,510","150,524,848",90.30,91.20,90.10,90.50,+0.10,"1,531"
111/02/16,"1,118,229","101,762,792",91.20,91.50,90.60,90.70,+0.20,"1,914"
111/02/17,"2,360,543","217,025,353",91.40,92.20,91.30,92.20,+1.50,"1,936"
111/02/18,"1,251,228","114,967,895",91.10,92.20,91.00,92.20, 0.00,"1,161"
111/02/21,"889,177","81,507,274",91.40,92.00,91.00,91.90,-0.30,574
111/02/22,"2,252,050","204,979,936",91.80,91.80,90.50,91.30,-0.60,"1,869"
111/02/23,"667,175","60,779,143",91.30,91.40,90.90,91.10,-0.20,606
111/02/24,"3,526,999","318,655,703",91.00,91.20,89.50,90.00,-1.10,"3,284"
111/02/25,"1,867,525","167,860,695",90.20,90.30,89.50,89.60,-0.40,"1,479"
