日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
112/09/01,"3,694,459","1,279,225,004",349.00,349.00,343.00,346.00, 0.00,"3,721"
112/09/04,"4,043,386","1,397,576,545",347.50,351.00,343.00,346.00, 0.00,"6,287"
112/09/05,"3,577,755","1,243,987,579",348.00,349.00,346.00,348.50,+2.50,"3,817"
112/09/06,"6,886,689","2,386,898,676",350.00,350.00,345.00,345.00,-3.50,"6,677"
112/09/07,"5,077,160","1,746,856,042",343.50,346.50,341.50,343.00,-2.00,"5,534"
112/09/08,"3,633,402","1,239,638,512",342.00,344.00,340.00,340.00,-3.00,"5,610"
112/09/11,"6,774,596","2,258,051,230",340.00,340.50,330.00,331.50,-8.50,"14,007"
112/09/12,"5,045,975","1,674,889,327",330.00,334.00,330.00,332.50,+1.00,"6,084"
112/09/13,"5,152,807","1,705,612,858",333.00,334.50,328.50,331.50,-1.00,"7,492"
112/09/14,"7,947,263","2,683,001,262",334.50,339.50,333.50,338.00,+6.50,"5,266"
112/09/15,"6,571,482","2,233,798,631",336.50,342.50,334.00,340.00,+2.00,"4,518"
112/09/18,"5,235,177","1,743,830,029",336.00,337.00,330.50,330.50,-9.50,"8,367"
112/09/19,"4,941,995","1,631,692,070",332.00,333.00,328.00,330.50, 0.00,"7,037"
112/09/20,"4,440,047","1,466,655,721",329.50,334.00,326.50,330.50, 0.00,"5,111"
112/09/21,"8,086,104","2,629,333,709",329.50,329.50,321.00,325.00,-5.50,"10,963"
112/09/22,"4,295,373","1,399,340,956",321.00,329.00,320.00,328.50,+3.50,"4,734"
112/09/25,"8,180,708","2,743,954,737",331.00,337.50,330.00,336.50,+8.00,"5,446"
112/09/26,"7,176,057","2,359,947,086",330.50,333.00,326.50,326.50,-10.00,"9,908"
112/09/27,"8,034,273","2,596,413,012",323.00,325.00,321.00,323.00,-3.50,"8,072"
112/09/28,"5,702,683","1,858,337,756",326.00,330.50,323.00,324.50,+1.50,"4,945"
