日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
113/12/02,"279,552","7,177,940",26.00,26.20,25.50,25.60,-0.15,247
113/12/03,"309,104","7,961,439",25.75,26.10,25.50,25.65,+0.05,258
113/12/04,"261,940","6,725,820",25.70,25.90,25.50,25.70,+0.05,199
113/12/05,"543,744","13,871,557",25.70,25.90,25.30,25.45,-0.25,431
113/12/06,"445,320","11,491,353",25.70,26.40,25.50,25.50,+0.05,271
113/12/09,"589,937","14,855,059",25.50,25.55,24.95,25.00,-0.50,329
113/12/10,"1,542,992","40,705,422",25.40,27.20,25.15,25.75,+0.75,995
113/12/11,"291,734","7,535,697",26.10,26.10,25.40,25.75, 0.00,206
113/12/12,"637,883","16,622,974",26.15,26.50,25.65,26.00,+0.25,344
113/12/13,"2,838,134","76,544,909",26.60,27.50,26.40,27.10,+1.10,"1,553"
113/12/16,"1,307,920","34,152,913",27.10,27.10,25.55,25.70,-1.40,961
113/12/17,"341,582","8,839,775",25.70,26.15,25.65,26.05,+0.35,266
113/12/18,"648,015","16,632,881",26.35,26.35,25.50,25.55,-0.50,480
113/12/19,"708,119","17,903,687",24.50,25.80,24.30,25.50,-0.05,429
113/12/20,"1,053,873","26,481,313",25.55,25.90,24.65,24.80,-0.70,755
113/12/23,"1,691,213","40,802,244",24.50,24.85,23.65,23.65,-1.15,905
113/12/24,"2,669,777","63,048,493",23.65,24.00,23.20,23.25,-0.40,841
113/12/25,"2,177,057","50,549,710",23.40,23.50,23.00,23.20,-0.05,825
113/12/26,"2,163,100","49,852,800",23.40,24.20,22.30,22.75,-0.45,"1,147"
113/12/27,"1,228,525","27,576,365",22.60,22.80,22.30,22.30,-0.45,538
113/12/30,"947,857","21,120,042",22.30,22.60,21.60,22.20,-0.10,437
113/12/31,"1,096,154","24,238,404",22.50,22.70,21.65,22.20, 0.00,576
