日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
114/03/03,"478,177","8,757,177",18.35,18.50,18.15,18.20,-0.50,507
114/03/04,"386,975","6,982,085",18.00,18.40,17.75,18.15,-0.05,346
114/03/05,"506,221","9,249,929",18.35,18.50,18.05,18.40,+0.25,393
114/03/06,"293,523","5,358,254",18.40,18.55,18.10,18.15,-0.25,308
114/03/07,"390,522","6,996,999",18.15,18.20,17.80,17.80,-0.35,273
114/03/10,"615,449","11,381,954",17.60,19.45,17.60,18.45,+0.65,518
114/03/11,"532,572","9,629,708",18.20,18.50,17.80,18.25,-0.20,441
114/03/12,"402,086","7,325,871",18.25,18.45,17.95,18.25, 0.00,302
114/03/13,"644,682","11,574,596",18.45,18.55,17.50,17.50,-0.75,477
114/03/14,"656,407","11,374,030",17.70,17.70,17.15,17.20,-0.30,484
114/03/17,"326,019","5,641,313",17.20,17.40,17.20,17.30,+0.10,"1,205"
114/03/18,"391,029","6,896,350",17.30,18.00,17.30,17.85,+0.55,827
114/03/19,"308,349","5,437,357",18.00,18.00,17.30,17.50,-0.35,736
114/03/20,"964,659","17,116,949",17.95,18.10,17.30,17.95,+0.45,808
114/03/21,"744,200","13,360,155",17.95,18.25,17.70,18.00,+0.05,663
114/03/24,"1,626,353","29,505,893",18.05,18.65,17.80,17.90,-0.10,"1,002"
114/03/25,"1,109,363","19,681,193",18.20,18.20,17.50,17.70,-0.20,801
114/03/26,"637,354","11,388,519",17.75,18.20,17.70,17.90,+0.20,622
114/03/27,"661,605","11,747,352",17.90,17.90,17.60,17.65,-0.25,503
114/03/28,"1,009,903","17,476,420",17.55,17.80,17.00,17.20,-0.45,667
114/03/31,"2,293,800","36,413,502",16.60,16.70,15.50,15.50,-1.70,"1,235"
