日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
112/09/01,"10,217,645","405,356,930",42.00,42.00,38.20,38.20,-4.20,"5,262"
112/09/04,"4,246,393","158,775,029",36.60,38.65,36.55,38.30,+0.10,"2,185"
112/09/05,"2,637,701","102,298,528",38.30,39.60,38.15,38.45,+0.15,"1,860"
112/09/06,"1,672,043","64,046,041",38.60,38.85,38.00,38.00,-0.45,"1,086"
112/09/07,"1,899,538","71,549,174",38.00,38.55,37.00,37.20,-0.80,"1,162"
112/09/08,"2,215,499","81,137,668",37.00,37.65,36.10,36.25,-0.95,"1,313"
112/09/11,"1,830,340","65,971,187",36.15,36.60,35.60,35.60,-0.65,"1,012"
112/09/12,"1,522,418","54,581,006",35.60,36.30,35.55,35.70,+0.10,870
112/09/13,"939,587","34,128,173",35.65,36.55,35.65,36.55,+0.85,654
112/09/14,"1,437,024","52,815,336",36.60,37.10,36.30,36.55, 0.00,908
112/09/15,"1,086,266","39,545,943",36.30,36.70,36.10,36.70,+0.15,657
112/09/18,"2,127,011","79,885,673",37.00,38.25,36.90,37.30,+0.60,"1,159"
112/09/19,"1,251,839","46,543,092",37.50,37.55,37.00,37.15,-0.15,668
112/09/20,"1,382,170","52,099,238",37.30,38.00,37.05,37.85,+0.70,776
112/09/21,"1,551,183","57,942,701",37.70,37.85,37.00,37.00,-0.85,906
112/09/22,"1,026,700","37,684,513",36.95,37.15,36.50,36.55,-0.45,597
112/09/25,"476,760","17,493,663",36.55,37.00,36.40,36.60,+0.05,358
112/09/26,"447,744","16,425,493",36.95,37.05,36.50,36.50,-0.10,416
112/09/27,"369,266","13,488,340",36.40,36.75,36.30,36.65,+0.15,309
112/09/28,"1,875,078","70,779,736",36.65,38.15,36.65,38.00,+1.35,966
