日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
110/09/01,"5,821,903","64,426,156",10.95,11.15,10.60,11.15,+1.00,"1,074"
110/09/02,"10,651,339","121,799,098",11.80,11.90,10.75,10.85,-0.30,"3,129"
110/09/03,"3,246,190","34,086,959",10.85,10.85,10.15,10.70,-0.15,"1,343"
110/09/06,"9,022,292","103,905,397",11.00,11.75,10.75,11.75,+1.05,"2,342"
110/09/07,"6,741,493","75,644,197",11.75,11.75,10.80,11.25,-0.50,"1,970"
110/09/08,"3,181,913","34,896,464",11.10,11.40,10.80,10.90,-0.35,"1,107"
110/09/09,"2,249,007","25,028,162",11.10,11.45,10.90,11.15,+0.25,712
110/09/10,"9,900,027","119,393,340",11.10,12.25,11.05,12.25,+1.10,"2,432"
110/09/13,"9,337,639","122,829,340",12.95,13.45,12.60,13.45,+1.20,"2,214"
110/09/14,"15,727,889","194,210,211",13.00,13.00,12.15,12.50,-0.95,"4,644"
110/09/15,"8,109,172","91,692,066",11.35,11.70,11.25,11.25,-1.25,"2,663"
110/09/16,"5,342,610","57,691,517",10.60,11.55,10.40,10.70,-0.55,"1,978"
110/09/17,"3,485,497","38,370,775",10.80,11.40,10.60,11.20,+0.50,"1,222"
110/09/22,"2,745,686","29,026,003",10.80,11.00,10.10,10.45,-0.75,"1,082"
110/09/23,"1,209,973","12,566,321",10.20,10.75,10.20,10.35,-0.10,565
110/09/24,"1,289,890","13,342,860",10.55,10.55,10.20,10.30,-0.05,480
110/09/27,"2,491,506","25,313,560",10.40,10.40,9.90,10.05,-0.25,842
110/09/28,"1,456,952","14,391,295",10.00,10.05,9.80,9.90,-0.15,591
110/09/29,"1,595,498","15,196,845",9.38,9.73,9.38,9.51,-0.39,643
110/09/30,"1,764,790","17,849,256",9.52,10.45,9.52,10.45,+0.94,685
