日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
111/05/03,"2,410,306","46,140,889",18.50,19.90,18.50,19.45,+0.15,"1,104"
111/05/04,"1,775,529","33,794,479",19.45,19.45,18.70,18.90,-0.55,873
111/05/05,"1,740,052","33,564,495",19.70,20.00,18.75,18.90, 0.00,805
111/05/06,"2,237,302","40,793,967",18.05,18.90,17.95,18.50,-0.40,919
111/05/09,"3,351,400","59,837,987",18.90,18.90,17.50,17.60,-0.90,"1,097"
111/05/10,"2,922,182","54,886,421",17.65,19.35,17.65,19.35,+1.75,"1,311"
111/05/11,"5,122,656","101,965,011",19.50,20.35,19.50,19.50,+0.15,"1,978"
111/05/12,"3,169,898","58,824,515",18.95,19.20,18.10,18.60,-0.90,"1,527"
111/05/13,"1,843,720","34,954,855",18.70,19.60,18.35,19.15,+0.55,962
111/05/16,"2,214,340","43,354,404",19.20,19.95,19.10,19.25,+0.10,984
111/05/17,"1,145,576","21,827,475",19.25,19.70,18.65,19.10,-0.15,705
111/05/18,"1,234,731","23,614,431",19.10,19.40,18.85,18.95,-0.15,544
111/05/19,"1,193,337","22,143,932",18.45,19.15,18.15,19.05,+0.10,667
111/05/20,"1,957,468","36,331,933",19.40,19.50,18.30,18.40,-0.65,881
111/05/23,"2,578,252","45,928,238",18.00,18.05,17.50,17.80,-0.60,"1,116"
111/05/24,"1,307,082","23,287,542",18.20,18.50,17.55,17.60,-0.20,639
111/05/25,"778,704","13,847,393",17.60,18.05,17.55,17.70,+0.10,424
111/05/26,"1,015,028","17,952,242",17.80,18.25,17.40,17.45,-0.25,487
111/05/27,"2,111,590","36,537,405",17.95,17.95,16.95,17.45, 0.00,803
111/05/30,"1,637,732","29,510,610",17.60,18.30,17.60,18.20,+0.75,760
111/05/31,"1,383,665","24,722,615",18.20,18.20,17.70,17.90,-0.30,513
