日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
112/08/01,"13,308,656","639,598,279",47.30,48.90,46.80,48.60,+1.55,"8,611"
112/08/02,"18,739,814","858,744,384",48.45,48.45,44.40,44.95,-3.65,"12,953"
112/08/04,"37,045,010","1,683,939,993",44.75,46.50,43.85,45.15,+0.20,"20,814"
112/08/07,"88,967,759","4,198,405,470",45.35,49.50,43.35,48.45,+3.30,"48,316"
112/08/08,"49,516,519","2,338,491,708",48.10,48.85,46.20,46.35,-2.10,"30,063"
112/08/09,"32,420,154","1,472,808,030",45.00,46.95,44.10,45.00,-1.35,"19,316"
112/08/10,"48,455,982","2,074,871,700",44.35,44.70,41.70,42.30,-2.70,"24,705"
112/08/11,"26,162,920","1,132,237,973",43.50,44.10,42.65,42.85,+0.55,"14,500"
112/08/14,"23,481,107","1,004,117,188",42.25,43.70,41.45,42.80,-0.05,"13,143"
112/08/15,"25,286,009","1,114,778,448",44.40,44.90,43.35,43.35,+0.55,"13,621"
112/08/16,"27,664,863","1,181,344,812",42.50,43.20,42.15,43.00,-0.35,"14,986"
112/08/17,"30,505,329","1,300,204,182",42.05,43.50,41.65,43.10,+0.10,"15,443"
112/08/18,"93,857,417","4,261,970,849",44.00,47.00,43.70,44.05,+0.95,"46,420"
112/08/21,"28,858,765","1,265,411,669",44.85,44.90,43.30,43.30,-0.75,"18,616"
112/08/22,"23,690,532","1,036,140,639",44.10,44.40,43.05,43.20,-0.10,"11,803"
112/08/23,"19,011,317","828,781,254",43.70,44.10,42.80,44.00,+0.80,"10,614"
112/08/24,"43,053,683","1,898,606,601",45.35,45.80,42.80,43.30,-0.70,"21,569"
112/08/25,"22,797,846","960,732,095",42.50,43.15,41.50,41.70,-1.60,"12,858"
112/08/28,"15,389,298","635,699,112",41.95,42.05,40.80,41.35,-0.35,"8,399"
112/08/29,"11,841,076","490,597,419",41.75,42.10,41.05,41.20,-0.15,"7,014"
112/08/30,"11,820,647","489,352,163",42.00,42.10,40.95,40.95,-0.25,"6,541"
112/08/31,"16,080,352","650,427,192",40.95,40.95,40.10,40.55,-0.40,"8,142"
