日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
112/02/01,"2,372,667","72,994,294",30.60,31.00,30.60,30.75,-0.05,"1,416"
112/02/02,"2,303,487","71,092,399",30.90,31.00,30.70,30.85,+0.10,"1,407"
112/02/03,"4,751,835","148,134,867",30.90,31.40,30.80,31.40,+0.55,"2,384"
112/02/06,"2,912,767","91,606,880",31.40,31.55,31.35,31.50,+0.10,"1,842"
112/02/07,"5,836,374","185,637,788",31.55,31.95,31.55,31.85,+0.35,"2,874"
112/02/08,"3,715,592","118,516,263",31.95,32.10,31.70,31.85, 0.00,"2,079"
112/02/09,"7,028,216","217,976,312",31.50,31.50,30.75,30.90,-0.95,"3,779"
112/02/10,"2,359,133","72,487,571",30.90,30.95,30.60,30.80,-0.10,"1,306"
112/02/13,"1,265,594","38,787,884",30.65,30.80,30.50,30.70,-0.10,895
112/02/14,"1,764,923","54,686,693",30.80,31.10,30.75,31.05,+0.35,"1,048"
112/02/15,"2,853,352","87,858,928",31.10,31.10,30.60,30.75,-0.30,"1,993"
112/02/16,"1,064,818","32,900,690",30.80,31.00,30.80,30.90,+0.15,770
112/02/17,"992,067","30,575,668",30.80,30.90,30.70,30.85,-0.05,709
112/02/20,"1,265,323","39,136,644",30.85,31.05,30.80,30.95,+0.10,749
112/02/21,"1,355,189","42,001,887",30.90,31.10,30.85,31.10,+0.15,790
112/02/22,"1,730,026","53,452,156",30.90,31.05,30.70,31.00,-0.10,949
112/02/23,"2,563,245","80,077,493",31.00,31.35,31.00,31.20,+0.20,"1,230"
112/02/24,"4,907,660","154,728,145",31.35,31.70,31.25,31.60,+0.40,"2,314"
