日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
113/06/03,"7,267,804","4,343,896,132",596.00,603.00,592.00,598.00,+5.00,"8,900"
113/06/04,"7,114,113","4,246,478,325",594.00,604.00,592.00,595.00,-3.00,"7,761"
113/06/05,"5,582,054","3,368,916,895",596.00,608.00,595.00,605.00,+10.00,"5,389"
113/06/06,"4,088,159","2,468,125,417",606.00,611.00,597.00,606.00,+1.00,"4,841"
113/06/07,"1,659,129","1,001,990,198",606.00,606.00,600.00,606.00, 0.00,"2,169"
113/06/11,"3,844,355","2,299,531,822",598.00,602.00,595.00,595.00,-11.00,"4,756"
113/06/12,"4,483,879","2,714,590,119",595.00,610.00,595.00,607.00,+12.00,"4,276"
113/06/13,"4,887,502","2,983,763,937",614.00,617.00,607.00,608.00,+1.00,"4,786"
113/06/14,"2,409,553","1,477,001,469",611.00,615.00,608.00,614.00,+6.00,"3,077"
113/06/17,"2,843,544","1,760,233,912",615.00,622.00,614.00,622.00,+8.00,"3,637"
113/06/18,"3,956,320","2,453,470,916",628.00,630.00,613.00,617.00,-5.00,"8,415"
113/06/19,"6,260,067","3,917,430,287",622.00,630.00,618.00,629.00,+12.00,"7,780"
113/06/20,"6,292,304","3,888,883,975",626.00,627.00,615.00,619.00,-10.00,"9,677"
113/06/21,"3,913,414","2,409,100,119",614.00,618.00,611.00,618.00,-1.00,"4,454"
113/06/24,"6,008,111","3,672,715,260",614.00,617.00,605.00,617.00,-1.00,"6,813"
113/06/25,"4,750,080","2,872,286,262",617.00,617.00,600.00,604.00,-13.00,"8,121"
113/06/26,"7,186,770","4,333,714,852",600.00,613.00,595.00,613.00,+9.00,"10,139"
113/06/27,"3,319,409","2,007,443,213",606.00,608.00,602.00,606.00,-7.00,"4,157"
113/06/28,"3,418,667","2,076,710,382",606.00,611.00,604.00,606.00, 0.00,"3,511"
