日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
111/10/03,"12,623,989","599,414,907",48.00,48.05,46.70,47.55,-1.40,"7,186"
111/10/04,"16,197,145","798,693,430",49.00,50.20,48.30,49.95,+2.40,"9,081"
111/10/05,"25,087,606","1,277,874,037",51.00,51.60,50.10,51.40,+1.45,"11,541"
111/10/06,"13,147,421","660,964,875",51.50,51.50,49.60,50.20,-1.20,"6,134"
111/10/07,"6,671,673","333,909,520",49.85,50.40,49.65,50.20, 0.00,"3,198"
111/10/11,"14,029,386","695,359,655",49.20,50.00,48.60,49.75,-0.45,"6,672"
111/10/12,"30,451,211","1,587,256,479",51.70,53.00,50.60,52.70,+2.95,"15,743"
111/10/13,"16,237,186","841,317,481",51.70,52.70,51.00,51.40,-1.30,"8,920"
111/10/14,"31,408,549","1,702,604,076",52.80,55.60,52.10,55.20,+3.80,"15,802"
111/10/17,"17,204,490","945,217,699",53.70,56.40,53.60,56.20,+1.00,"10,618"
111/10/18,"17,400,785","969,228,399",56.90,57.00,54.60,55.80,-0.40,"12,267"
111/10/19,"20,069,987","1,086,101,317",54.70,55.30,53.50,53.80,-2.00,"12,802"
111/10/20,"25,855,012","1,417,070,603",53.50,55.70,53.10,55.70,+1.90,"13,650"
111/10/21,"18,638,228","1,045,913,313",55.20,56.80,55.10,55.70, 0.00,"10,806"
111/10/24,"16,137,771","910,770,694",57.10,57.70,55.30,55.60,-0.10,"8,119"
111/10/25,"11,562,130","630,313,996",55.90,56.30,53.80,54.10,-1.50,"8,033"
111/10/26,"9,263,298","505,154,543",54.40,55.00,54.10,54.50,+0.40,"4,946"
111/10/27,"10,766,810","592,482,899",54.70,55.40,54.50,55.00,+0.50,"4,946"
111/10/28,"13,240,174","705,589,365",53.80,54.50,52.80,53.10,-1.90,"8,266"
111/10/31,"9,062,807","492,331,759",54.00,54.90,53.20,54.50,+1.40,"4,224"
