日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
114/05/02,"31,145,675","1,120,995,052",36.45,36.65,35.65,35.65,-0.35,"14,161"
114/05/05,"46,975,609","1,624,355,401",35.75,36.05,33.50,34.25,-1.40,"19,416"
114/05/06,"49,421,184","1,735,882,924",34.40,35.85,34.10,35.40,+1.15,"21,330"
114/05/07,"28,671,524","1,004,044,966",35.80,35.85,34.60,34.65,-0.75,"13,187"
114/05/08,"42,245,471","1,496,333,898",35.15,36.30,34.90,34.95,+0.30,"17,773"
114/05/09,"33,705,794","1,160,829,844",35.15,35.40,34.05,34.35,-0.60,"14,758"
114/05/12,"69,600,335","2,522,034,708",34.65,37.50,34.30,37.20,+2.85,"32,447"
114/05/13,"147,390,211","5,857,822,771",39.45,40.90,37.80,40.90,+3.70,"60,665"
114/05/14,"260,759,751","11,203,078,168",41.65,44.95,40.35,44.95,+4.05,"94,900"
114/05/15,"215,742,286","9,780,055,458",45.45,46.20,44.40,45.30,+0.35,"90,950"
114/05/16,"126,807,035","5,784,016,719",45.30,46.60,44.70,45.65,+0.35,"51,872"
114/05/19,"88,048,148","3,937,848,631",45.65,46.00,43.80,43.95,-1.70,"38,962"
114/05/20,"125,634,172","5,598,850,773",44.40,45.80,43.50,45.25,+1.30,"48,673"
114/05/21,"118,976,961","5,284,548,351",45.40,46.30,43.35,43.65,-1.60,"49,936"
114/05/22,"68,745,572","2,948,279,368",43.40,43.80,42.10,42.85,-0.80,"26,557"
114/05/23,"60,853,818","2,620,897,145",43.15,43.75,42.55,42.55,-0.30,"25,460"
