日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
112/06/01,"13,268,008","951,142,052",72.60,72.70,71.10,71.40,-2.10,"9,621"
112/06/02,"12,757,554","928,677,911",72.00,73.40,71.70,72.90,+1.50,"6,656"
112/06/05,"6,998,880","506,259,101",72.90,73.00,71.90,72.10,-0.80,"5,160"
112/06/06,"4,881,641","352,263,847",72.50,72.60,71.70,72.40,+0.30,"3,372"
112/06/07,"7,188,623","515,630,904",72.50,72.50,71.20,71.90,-0.50,"6,782"
112/06/08,"8,519,182","601,029,992",71.70,71.70,70.00,70.20,-1.70,"5,661"
112/06/09,"6,047,180","429,574,053",70.90,71.40,70.50,71.30,+1.10,"3,111"
112/06/12,"10,064,940","732,609,601",71.70,73.30,71.50,72.90,+1.60,"5,335"
112/06/13,"17,086,258","1,275,195,664",73.70,75.50,73.30,74.80,+1.90,"9,430"
112/06/14,"18,365,048","1,392,975,822",76.40,76.90,74.80,76.20,+1.40,"9,307"
112/06/15,"11,694,931","879,668,236",76.40,76.40,74.50,75.30,-0.90,"5,891"
112/06/16,"19,508,386","1,511,664,954",75.20,78.80,74.60,78.50,+3.20,"9,522"
112/06/19,"9,540,572","745,342,562",78.00,78.80,77.20,78.00,-0.50,"5,244"
112/06/20,"9,215,315","716,232,706",78.00,78.60,77.00,77.40,-0.60,"4,476"
112/06/21,"19,708,212","1,471,408,441",76.60,76.90,73.70,74.60,-2.80,"11,184"
112/06/26,"20,628,647","1,502,717,854",73.50,73.60,72.20,73.00,-1.60,"9,037"
112/06/27,"19,355,951","1,379,312,798",73.00,73.00,70.60,70.80,-2.20,"11,027"
112/06/28,"10,647,067","744,728,474",70.30,70.80,69.20,69.50,X0.00,"5,285"
112/06/29,"15,544,064","1,124,441,932",72.00,73.20,71.60,72.20,+2.70,"7,646"
112/06/30,"16,817,189","1,187,840,191",71.50,71.50,69.90,70.80,-1.40,"8,125"
