日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
113/02/01,"4,561,463","314,270,226",69.40,69.40,68.30,69.20,+0.50,"2,615"
113/02/02,"12,537,855","853,141,083",69.40,69.50,67.50,67.60,-1.60,"8,093"
113/02/05,"8,711,067","587,899,933",67.20,68.30,66.80,68.20,+0.60,"4,759"
113/02/15,"41,310,009","2,718,277,032",69.40,69.40,64.10,65.40,-2.80,"24,166"
113/02/16,"24,468,055","1,594,871,172",65.40,66.10,64.30,65.90,+0.50,"13,128"
113/02/19,"17,037,520","1,123,845,773",65.80,66.90,64.70,66.60,+0.70,"10,895"
113/02/20,"14,675,604","990,611,363",66.50,68.20,66.20,67.80,+1.20,"8,306"
113/02/21,"14,437,969","980,565,073",67.70,68.50,67.20,67.30,-0.50,"7,167"
113/02/22,"14,843,850","1,002,954,820",67.70,68.30,66.80,68.10,+0.80,"6,872"
113/02/23,"24,187,076","1,654,688,475",68.70,69.20,67.60,67.70,-0.40,"11,754"
113/02/26,"11,602,872","784,938,785",67.40,68.10,67.00,67.90,+0.20,"6,014"
113/02/27,"19,578,067","1,317,571,988",69.00,69.10,66.30,66.30,-1.60,"12,339"
113/02/29,"14,204,349","955,328,525",66.80,67.90,66.40,67.30,+1.00,"6,436"
