日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
114/04/01,"61,385,394","9,269,985,746",148.50,153.00,148.00,152.00,+6.00,"42,452"
114/04/02,"38,868,764","5,955,684,019",153.00,154.50,152.00,153.50,+1.50,"31,686"
114/04/07,"30,755,604","4,259,646,765",138.50,138.50,138.50,138.50,-15.00,"39,912"
114/04/08,"308,542,896","39,193,398,694",127.00,130.50,125.00,125.00,-13.50,"184,008"
114/04/09,"366,032,118","42,809,132,937",119.00,122.50,112.50,112.50,-12.50,"219,246"
114/04/10,"36,901,188","4,557,296,036",123.50,123.50,123.50,123.50,+11.00,"15,924"
114/04/11,"297,865,611","37,718,131,962",118.50,135.00,117.00,134.50,+11.00,"151,793"
114/04/14,"214,264,335","30,130,175,092",141.50,145.00,136.00,138.50,+4.00,"127,354"
114/04/15,"86,203,486","11,926,176,813",139.00,140.00,136.00,139.50,+1.00,"63,145"
114/04/16,"61,680,512","8,447,843,722",138.00,139.50,136.00,136.00,-3.50,"50,625"
114/04/17,"64,431,249","8,622,798,581",134.50,135.50,132.00,134.50,-1.50,"39,467"
114/04/18,"26,363,008","3,564,680,170",135.00,136.50,133.50,135.50,+1.00,"21,715"
114/04/21,"32,102,734","4,366,804,312",135.00,137.00,134.50,136.50,+1.00,"21,917"
114/04/22,"44,476,006","5,940,736,369",134.50,136.00,131.50,132.00,-4.50,"55,134"
114/04/23,"65,973,272","9,086,566,741",136.00,139.50,136.00,139.00,+7.00,"38,655"
114/04/24,"46,353,045","6,354,097,505",139.00,139.00,135.50,136.50,-2.50,"30,115"
114/04/25,"57,201,568","7,980,480,834",140.50,141.00,138.50,139.00,+2.50,"32,639"
114/04/28,"47,321,711","6,732,928,742",140.00,143.50,140.00,142.50,+3.50,"32,931"
114/04/29,"40,351,039","5,750,350,132",141.50,143.50,141.00,143.00,+0.50,"23,400"
114/04/30,"42,090,535","5,991,475,670",143.00,144.00,141.50,141.50,-1.50,"24,152"
