日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
112/10/02,"2,060,122","212,326,804",102.00,104.00,102.00,104.00,+2.50,"1,474"
112/10/03,"1,898,326","195,467,980",104.00,104.00,102.00,102.50,-1.50,"1,453"
112/10/04,"2,507,399","253,662,404",101.00,102.50,100.00,102.00,-0.50,"1,748"
112/10/05,"2,262,503","228,059,611",102.00,102.50,100.50,100.50,-1.50,"1,773"
112/10/06,"1,591,560","161,400,926",100.50,102.00,100.50,102.00,+1.50,"1,491"
112/10/11,"3,680,985","377,750,894",103.00,104.00,101.00,103.00,+1.00,"2,150"
112/10/12,"2,072,610","214,967,838",104.50,104.50,102.50,104.50,+1.50,"1,327"
112/10/13,"4,470,613","473,881,761",104.50,107.00,103.50,107.00,+2.50,"2,885"
112/10/16,"1,877,267","197,634,349",106.00,106.00,104.50,105.00,-2.00,"1,910"
112/10/17,"3,916,105","420,230,061",105.50,108.00,105.50,107.50,+2.50,"2,757"
112/10/18,"6,209,818","673,827,182",107.50,109.00,107.00,109.00,+1.50,"1,945"
112/10/19,"1,935,066","207,993,394",108.50,109.00,106.50,107.00,-2.00,"1,589"
112/10/20,"3,206,549","343,964,004",106.50,108.50,106.50,107.00, 0.00,"1,825"
112/10/23,"2,606,826","279,876,468",107.50,109.00,106.00,106.50,-0.50,"1,877"
112/10/24,"1,552,038","166,231,011",106.50,108.00,106.50,107.50,+1.00,"1,172"
112/10/25,"2,223,650","237,330,528",107.00,108.00,106.00,106.00,-1.50,"2,068"
112/10/26,"3,707,064","394,322,584",105.00,107.50,104.00,106.50,+0.50,"1,961"
112/10/27,"2,333,054","246,140,454",106.50,106.50,104.50,105.00,-1.50,"2,351"
112/10/30,"2,258,405","238,875,224",104.00,107.00,104.00,105.50,+0.50,"1,662"
112/10/31,"1,873,132","197,120,323",106.00,106.00,104.50,105.00,-0.50,"1,026"
