日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
114/02/03,"1,902,205","718,250,844",378.00,384.00,374.00,376.00,-17.00,"2,067"
114/02/04,"1,557,974","587,150,985",377.50,383.50,369.50,379.00,+3.00,"1,688"
114/02/05,"1,874,093","726,404,565",383.00,394.50,383.00,383.50,+4.50,"2,120"
114/02/06,"2,041,970","800,997,401",383.50,396.50,383.50,391.00,+7.50,"2,199"
114/02/07,"1,519,220","585,054,281",390.00,390.00,381.50,386.00,-5.00,"2,222"
114/02/10,"1,671,139","631,558,048",386.00,386.00,373.50,373.50,-12.50,"2,586"
114/02/11,"3,149,035","1,167,901,936",373.00,385.00,363.00,366.00,-7.50,"4,164"
114/02/12,"2,790,177","1,003,197,138",363.50,367.50,354.00,354.00,-12.00,"4,078"
114/02/13,"7,118,419","2,767,664,700",389.00,389.00,382.50,389.00,+35.00,"3,252"
114/02/14,"10,904,437","4,466,444,671",396.00,425.00,391.50,422.50,+33.50,"11,817"
114/02/17,"5,124,432","2,158,601,989",425.00,427.50,416.50,420.50,-2.00,"4,754"
114/02/18,"3,325,746","1,409,159,656",422.00,430.00,418.00,422.00,+1.50,"3,592"
114/02/19,"3,252,422","1,399,633,376",422.00,437.00,422.00,432.50,+10.50,"3,944"
114/02/20,"8,491,920","3,849,604,062",433.00,470.50,433.00,464.00,+31.50,"8,558"
114/02/21,"7,015,553","3,302,921,950",461.00,478.00,456.50,471.50,+7.50,"6,926"
114/02/24,"3,063,073","1,422,702,290",467.00,475.00,459.00,463.00,-8.50,"3,513"
114/02/25,"4,692,834","2,156,757,772",456.00,462.50,453.50,461.00,-2.00,"3,808"
114/02/26,"2,725,421","1,233,393,050",455.00,459.50,447.50,448.50,-12.50,"2,966"
114/02/27,"3,349,811","1,512,213,860",448.50,456.50,448.00,452.50,+4.00,"2,280"
