日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
112/04/06,"2,159,512","1,008,509,887",472.00,473.00,459.50,472.50,-7.00,"2,592"
112/04/07,"1,048,447","500,808,237",469.50,482.50,468.00,479.00,+6.50,"1,263"
112/04/10,"1,737,293","850,913,374",483.50,494.00,481.50,494.00,+15.00,"1,822"
112/04/11,"1,567,473","772,583,011",498.50,498.50,489.00,491.50,-2.50,"3,913"
112/04/12,"1,331,598","661,396,322",500.00,500.00,494.50,496.00,+4.50,"1,371"
112/04/13,"1,462,832","717,460,832",495.00,496.00,483.50,485.00,-11.00,"1,638"
112/04/14,"1,995,255","990,578,762",493.50,500.00,489.00,498.00,+13.00,"1,937"
112/04/17,"3,903,351","2,015,858,479",499.00,530.00,494.00,514.00,+16.00,"4,289"
112/04/18,"2,782,143","1,411,555,858",528.00,528.00,497.50,503.00,-11.00,"5,403"
112/04/19,"2,319,115","1,186,390,566",504.00,518.00,499.50,512.00,+9.00,"2,310"
112/04/20,"1,877,264","955,605,619",515.00,520.00,500.00,501.00,-11.00,"2,258"
112/04/21,"2,158,221","1,058,030,489",502.00,507.00,476.00,479.00,-22.00,"2,663"
112/04/24,"1,250,333","597,467,690",480.00,482.00,475.50,479.00, 0.00,931
112/04/25,"2,560,770","1,178,862,374",480.00,481.00,448.50,453.00,-26.00,"3,647"
112/04/26,"2,302,935","1,021,864,792",431.00,453.00,431.00,451.50,-1.50,"2,356"
112/04/27,"2,515,110","1,162,677,721",452.00,477.00,449.50,460.00,+8.50,"2,550"
112/04/28,"1,628,070","775,375,002",475.00,482.00,465.00,480.50,+20.50,"1,647"
