日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
111/12/01,"2,502,952","687,464,371",279.00,279.50,271.50,272.00,+0.50,"2,087"
111/12/02,"6,467,526","1,684,786,146",269.50,270.50,255.50,259.00,-13.00,"5,361"
111/12/05,"4,860,747","1,251,734,853",259.50,261.00,254.50,258.00,-1.00,"3,188"
111/12/06,"3,395,089","883,712,210",258.50,262.50,255.50,260.00,+2.00,"2,353"
111/12/07,"3,796,779","956,100,554",259.00,259.00,248.00,248.50,-11.50,"3,304"
111/12/08,"2,286,250","567,319,371",252.00,252.00,245.00,248.50, 0.00,"1,901"
111/12/09,"3,077,518","764,583,343",253.50,253.50,244.00,250.50,+2.00,"3,110"
111/12/12,"1,829,977","454,874,170",248.50,251.00,246.00,249.00,-1.50,"1,431"
111/12/13,"2,110,720","529,298,302",252.50,254.50,247.00,248.00,-1.00,"1,626"
111/12/14,"2,428,032","620,387,020",251.00,258.00,249.50,258.00,+10.00,"2,075"
111/12/15,"2,074,456","541,170,438",258.00,263.00,256.50,262.50,+4.50,"2,027"
111/12/16,"2,190,528","560,462,868",256.50,260.00,254.00,255.00,-7.50,"1,589"
111/12/19,"790,355","201,391,576",251.50,257.00,251.00,256.00,+1.00,738
111/12/20,"1,745,165","437,051,757",254.00,257.50,245.50,245.50,-10.50,"1,674"
111/12/21,"1,873,281","473,144,725",249.50,255.00,249.00,253.00,+7.50,"1,525"
111/12/22,"1,165,955","297,361,192",256.00,257.50,253.00,254.00,+1.00,"1,106"
111/12/23,"4,084,703","976,758,271",247.00,248.50,233.00,237.50,-16.50,"4,063"
111/12/26,"2,276,657","535,908,629",235.00,239.00,232.00,236.50,-1.00,"2,185"
111/12/27,"1,486,730","355,430,962",239.00,240.50,237.50,238.00,+1.50,"1,400"
111/12/28,"1,756,108","412,880,513",238.00,240.00,232.50,233.50,-4.50,"1,512"
111/12/29,"1,327,742","308,130,836",230.00,234.00,230.00,232.50,-1.00,"1,372"
111/12/30,"951,849","225,426,190",235.50,239.00,234.50,234.50,+2.00,"1,124"
