日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
114/04/01,"2,476,238","1,454,122,420",591.00,592.00,580.00,589.00,+13.00,"3,123"
114/04/02,"3,315,470","1,957,682,487",595.00,607.00,582.00,589.00, 0.00,"3,795"
114/04/07,"660,647","350,803,557",531.00,531.00,531.00,531.00,-58.00,"1,290"
114/04/08,"7,442,893","3,573,763,423",478.00,489.00,478.00,478.00,-53.00,"7,523"
114/04/09,"11,599,946","5,163,920,654",442.00,466.00,430.50,435.00,-43.00,"11,296"
114/04/10,"828,819","396,589,591",478.50,478.50,478.50,478.50,+43.50,"1,063"
114/04/11,"11,233,578","5,583,051,971",480.50,512.00,465.00,509.00,+30.50,"9,724"
114/04/14,"8,958,676","4,727,216,826",529.00,539.00,519.00,525.00,+16.00,"7,991"
114/04/15,"4,733,890","2,547,420,948",525.00,550.00,516.00,546.00,+21.00,"5,024"
114/04/16,"4,435,834","2,357,089,283",544.00,545.00,521.00,521.00,-25.00,"5,449"
114/04/17,"3,648,221","1,903,047,636",526.00,529.00,514.00,523.00,+2.00,"3,778"
114/04/18,"1,866,954","982,579,349",526.00,535.00,519.00,525.00,+2.00,"2,076"
114/04/21,"2,468,865","1,262,912,459",523.00,523.00,505.00,506.00,-19.00,"3,047"
114/04/22,"4,295,903","2,105,037,025",490.00,500.00,482.50,484.00,-22.00,"5,530"
114/04/23,"3,826,690","1,938,630,771",505.00,513.00,499.00,507.00,+23.00,"3,774"
114/04/24,"3,283,066","1,701,346,350",522.00,524.00,513.00,516.00,+9.00,"3,322"
114/04/25,"7,909,049","4,322,187,413",540.00,557.00,536.00,552.00,+36.00,"7,129"
114/04/28,"4,625,243","2,589,932,486",565.00,568.00,554.00,555.00,+3.00,"4,650"
114/04/29,"6,837,384","3,990,022,843",560.00,598.00,557.00,598.00,+43.00,"7,186"
114/04/30,"4,362,459","2,582,444,142",593.00,597.00,586.00,594.00,-4.00,"3,961"
