日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
113/11/01,"4,620,793","2,525,485,322",530.00,553.00,530.00,553.00,+1.00,"3,441"
113/11/04,"2,964,068","1,606,704,695",553.00,553.00,535.00,542.00,-11.00,"3,095"
113/11/05,"3,862,502","2,120,968,088",539.00,556.00,539.00,551.00,+9.00,"3,156"
113/11/06,"5,616,413","3,223,054,307",568.00,586.00,559.00,574.00,+23.00,"5,574"
113/11/07,"4,473,589","2,612,522,745",572.00,594.00,570.00,588.00,+14.00,"6,405"
113/11/08,"9,124,830","5,369,133,743",594.00,603.00,579.00,584.00,-4.00,"6,984"
113/11/11,"3,285,616","1,916,769,892",587.00,599.00,572.00,579.00,-5.00,"5,027"
113/11/12,"3,462,271","1,971,107,778",575.00,576.00,564.00,564.00,-15.00,"3,947"
113/11/13,"8,029,567","4,812,371,781",567.00,617.00,567.00,608.00,+44.00,"7,679"
113/11/14,"4,974,241","3,024,217,484",608.00,622.00,593.00,594.00,-14.00,"5,161"
113/11/15,"2,938,458","1,758,198,787",600.00,606.00,591.00,600.00,+6.00,"2,889"
113/11/18,"3,970,727","2,372,942,136",600.00,606.00,590.00,592.00,-8.00,"3,401"
113/11/19,"2,247,514","1,358,439,667",605.00,612.00,596.00,606.00,+14.00,"2,223"
113/11/20,"4,204,044","2,595,501,608",606.00,626.00,605.00,625.00,+19.00,"4,234"
113/11/21,"5,380,345","3,357,242,227",616.00,638.00,606.00,630.00,+5.00,"5,097"
113/11/22,"5,209,057","3,367,331,724",633.00,662.00,633.00,640.00,+10.00,"8,915"
113/11/25,"6,613,545","4,309,480,623",646.00,666.00,640.00,640.00, 0.00,"6,460"
113/11/26,"3,665,012","2,353,740,006",642.00,653.00,632.00,632.00,-8.00,"3,821"
113/11/27,"8,213,811","5,418,535,074",637.00,675.00,637.00,658.00,+26.00,"7,859"
113/11/28,"4,396,733","2,861,191,595",659.00,669.00,642.00,647.00,-11.00,"13,044"
113/11/29,"4,082,417","2,659,178,062",635.00,663.00,634.00,657.00,+10.00,"3,725"
