日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
113/10/01,"2,119,158","1,005,312,911",471.50,479.00,471.00,473.50,+2.50,"2,687"
113/10/04,"3,085,803","1,475,403,057",472.00,484.50,472.00,481.00,+7.50,"3,042"
113/10/07,"2,104,374","1,003,670,604",477.50,483.50,472.50,479.50,-1.50,"2,591"
113/10/08,"2,764,827","1,311,401,453",475.00,479.00,472.00,474.00,-5.50,"2,649"
113/10/09,"2,560,730","1,239,418,328",480.00,492.00,478.50,480.00,+6.00,"2,877"
113/10/11,"1,171,450","567,725,066",480.00,489.00,478.00,483.50,+3.50,"1,762"
113/10/14,"890,833","432,193,018",484.00,489.50,483.00,485.00,+1.50,"1,412"
113/10/15,"1,248,850","610,767,896",488.00,492.00,484.00,489.50,+4.50,"1,567"
113/10/16,"3,126,425","1,492,562,000",479.00,480.00,473.50,477.50,-12.00,"3,298"
113/10/17,"5,501,530","2,578,019,322",475.00,478.00,463.00,467.00,-10.50,"7,480"
113/10/18,"3,346,055","1,567,787,183",473.00,478.00,464.00,465.00,-2.00,"3,460"
113/10/21,"2,692,269","1,276,239,756",470.50,476.00,468.50,476.00,+11.00,"2,524"
113/10/22,"3,372,800","1,619,076,130",477.00,483.00,474.00,481.00,+5.00,"2,608"
113/10/23,"2,711,936","1,289,589,575",478.00,480.50,471.50,473.50,-7.50,"2,980"
113/10/24,"4,349,493","2,107,986,232",480.00,491.00,478.00,483.00,+9.50,"4,133"
113/10/25,"2,084,231","1,018,939,527",485.50,491.00,484.00,489.50,+6.50,"2,399"
113/10/28,"1,311,909","636,203,714",488.50,490.50,481.50,483.00,-6.50,"1,912"
113/10/29,"2,004,515","966,090,751",481.00,486.00,476.50,484.00,+1.00,"2,725"
113/10/30,"1,536,394","740,755,848",487.00,487.50,478.50,478.50,-5.50,"2,230"
