日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
110/04/01,"2,406,210","1,179,942,623",496.00,499.50,483.00,490.00,-4.00,"2,874"
110/04/06,"2,960,580","1,494,623,980",500.00,509.00,496.50,507.00,+17.00,"4,231"
110/04/07,"2,271,075","1,136,230,803",500.00,505.00,494.00,504.00,-3.00,"2,641"
110/04/08,"2,009,083","1,008,165,979",495.00,507.00,495.00,502.00,-2.00,"2,294"
110/04/09,"2,178,819","1,095,360,953",508.00,511.00,497.50,499.00,-3.00,"2,284"
110/04/12,"3,127,337","1,528,498,653",505.00,505.00,482.00,482.50,-16.50,"3,876"
110/04/13,"3,393,709","1,678,657,795",486.00,504.00,485.50,488.00,+5.50,"3,658"
110/04/14,"4,220,433","2,095,104,890",495.50,507.00,485.00,497.50,+9.50,"4,477"
110/04/15,"2,129,333","1,058,213,914",497.00,501.00,491.00,500.00,+2.50,"2,153"
110/04/16,"2,392,367","1,190,601,512",497.50,502.00,493.00,499.00,-1.00,"2,695"
110/04/19,"2,312,231","1,156,208,899",499.00,505.00,494.00,500.00,+1.00,"2,358"
110/04/20,"2,363,499","1,185,301,923",500.00,506.00,496.00,505.00,+5.00,"2,389"
110/04/21,"4,638,510","2,319,074,631",510.00,520.00,491.50,493.50,-11.50,"4,953"
110/04/22,"3,346,577","1,673,838,673",496.00,505.00,494.50,500.00,+6.50,"3,036"
110/04/23,"4,498,066","2,298,864,260",500.00,519.00,497.00,519.00,+19.00,"4,904"
110/04/26,"5,547,504","2,942,257,441",531.00,546.00,514.00,530.00,+11.00,"5,541"
110/04/27,"4,155,576","2,240,764,100",534.00,548.00,532.00,537.00,+7.00,"3,988"
110/04/28,"2,769,835","1,485,779,262",534.00,542.00,528.00,538.00,+1.00,"2,660"
110/04/29,"2,323,274","1,244,671,477",535.00,541.00,532.00,532.00,-6.00,"2,155"
