日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
113/09/02,"2,269,326","1,140,655,112",539.00,544.00,536.00,537.00,+2.00,"1,187"
113/09/03,"2,076,340","1,084,338,332",535.00,542.00,531.00,533.00,-4.00,"1,351"
113/09/04,"2,443,903","1,253,734,117",510.00,522.00,498.50,510.00,-23.00,"3,522"
113/09/05,"3,565,278","1,764,758,578",499.00,502.00,488.50,488.50,X0.00,"5,083"
113/09/06,"2,038,707","1,027,324,290",490.00,510.00,488.50,504.00,+15.50,"2,462"
113/09/09,"1,970,607","976,186,690",493.50,500.00,492.00,495.00,-9.00,"2,667"
113/09/10,"1,754,846","863,923,727",496.00,500.00,486.50,489.00,-6.00,"2,230"
113/09/11,"1,056,932","524,373,234",491.00,501.00,490.00,495.50,+6.50,"1,240"
113/09/12,"1,136,445","577,342,427",510.00,512.00,501.00,509.00,+13.50,"1,641"
113/09/13,"1,288,620","652,175,595",508.00,510.00,500.00,506.00,-3.00,"1,704"
113/09/16,"7,286,730","3,427,170,973",488.50,488.50,462.50,468.00,-38.00,"11,480"
113/09/18,"4,079,319","1,906,501,465",472.00,472.50,463.00,465.00,-3.00,"4,806"
113/09/19,"2,629,145","1,235,136,498",467.00,474.00,463.50,473.00,+8.00,"2,970"
113/09/20,"4,792,118","2,258,635,467",476.00,478.00,468.50,470.00,-3.00,"3,690"
113/09/23,"2,344,615","1,121,794,134",474.50,481.00,471.00,480.50,+10.50,"2,609"
113/09/24,"1,828,580","874,423,314",480.50,482.50,472.00,481.00,+0.50,"2,225"
113/09/25,"3,723,307","1,824,187,379",485.00,494.50,479.00,490.00,+9.00,"3,896"
113/09/26,"3,079,207","1,516,494,785",487.00,495.50,487.00,491.00,+1.00,"4,088"
113/09/27,"2,651,472","1,307,509,100",497.00,497.00,490.00,494.00,+3.00,"2,815"
113/09/30,"2,919,981","1,400,900,108",488.00,489.50,471.00,471.00,-23.00,"3,364"
