日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
113/06/03,"3,484,298","602,531,990",176.00,177.50,171.00,171.00,-4.00,"3,961"
113/06/04,"2,541,538","438,635,870",172.00,174.00,170.50,172.00,+1.00,"2,436"
113/06/05,"3,144,214","538,144,129",172.50,173.00,169.00,171.00,-1.00,"4,817"
113/06/06,"2,845,254","488,592,791",172.00,173.50,169.00,172.00,+1.00,"2,108"
113/06/07,"2,438,820","417,521,571",171.00,172.50,169.50,171.50,-0.50,"2,439"
113/06/11,"2,632,812","453,150,582",171.50,175.00,170.00,170.50,-1.00,"2,224"
113/06/12,"1,995,963","346,232,142",171.00,175.00,170.50,173.50,+3.00,"2,821"
113/06/13,"1,206,203","211,065,309",175.00,176.50,173.50,173.50, 0.00,"1,990"
113/06/14,"1,744,165","305,971,522",173.50,177.00,172.50,176.50,+3.00,"2,356"
113/06/17,"1,687,901","301,148,361",178.00,180.00,176.50,177.00,+0.50,"1,946"
113/06/18,"951,731","168,655,427",179.50,180.00,176.00,176.00,-1.00,"1,993"
113/06/19,"876,387","153,840,725",177.00,177.00,175.00,175.00,-1.00,"1,265"
113/06/20,"801,027","141,080,108",175.00,177.50,174.50,176.50,+1.50,837
113/06/21,"1,280,666","228,399,217",177.50,179.50,176.00,179.00,+2.50,"1,261"
113/06/24,"2,852,206","493,250,703",178.50,179.00,170.50,170.50,-8.50,"13,536"
113/06/25,"1,085,124","184,878,533",171.50,172.00,167.50,172.00,+1.50,"1,695"
113/06/26,"789,050","136,729,251",172.00,174.50,172.00,173.50,+1.50,823
113/06/27,"685,113","118,814,055",172.00,174.50,172.00,173.00,-0.50,697
113/06/28,"1,941,440","333,118,312",173.00,174.00,170.50,170.50,-2.50,"1,871"
