日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
110/11/01,"2,095,131","222,401,045",105.50,107.00,105.00,106.00,+2.00,"1,446"
110/11/02,"2,447,230","256,862,603",107.00,107.50,103.00,103.50,-2.50,"1,671"
110/11/03,"1,159,873","120,103,697",104.50,104.50,102.50,104.00,+0.50,937
110/11/04,"865,810","90,456,153",105.00,105.50,104.00,104.50,+0.50,874
110/11/05,"1,681,758","175,641,583",105.50,106.00,102.50,104.50, 0.00,"1,276"
110/11/08,"1,868,975","198,142,628",105.50,107.00,105.00,107.00,+2.50,"1,422"
110/11/09,"4,746,901","492,980,143",107.00,107.00,102.50,104.00,-3.00,"4,037"
110/11/10,"3,693,648","388,480,233",105.50,107.50,103.50,105.00,+1.00,"2,550"
110/11/11,"4,412,962","472,506,771",104.50,109.00,104.00,108.00,+3.00,"2,964"
110/11/12,"2,935,181","317,155,917",108.50,109.50,107.00,107.00,-1.00,"2,353"
110/11/15,"3,128,373","342,155,111",107.50,111.00,107.50,109.00,+2.00,"2,247"
110/11/16,"2,322,810","255,243,235",110.50,112.00,108.50,109.00, 0.00,"2,405"
110/11/17,"2,540,092","279,326,372",109.50,111.00,108.00,110.00,+1.00,"1,757"
110/11/18,"2,239,734","248,589,722",110.50,112.50,109.50,110.50,+0.50,"1,856"
110/11/19,"2,016,135","219,482,436",111.00,111.00,107.50,108.50,-2.00,"1,909"
110/11/22,"1,643,053","179,260,818",108.50,111.00,107.50,109.50,+1.00,"1,227"
110/11/23,"1,933,008","206,931,900",108.50,109.00,106.00,106.50,-3.00,"1,665"
110/11/24,"1,023,957","108,667,765",106.50,107.00,105.50,106.50, 0.00,879
110/11/25,"760,129","80,314,882",106.50,107.00,105.00,105.00,-1.50,740
110/11/26,"1,711,386","176,460,398",104.50,105.00,102.00,102.50,-2.50,"1,476"
110/11/29,"1,770,739","179,507,269",100.50,104.00,99.00,104.00,+1.50,"1,389"
110/11/30,"914,635","95,346,248",104.50,105.50,103.00,104.50,+0.50,770
