日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
111/06/01,"2,842,422","292,009,621",101.00,104.00,101.00,103.00,+2.00,"3,099"
111/06/02,"974,101","100,031,152",102.00,103.50,101.50,102.50,-0.50,923
111/06/06,"1,209,989","123,355,161",103.00,103.00,101.00,101.50,-1.00,"1,039"
111/06/07,"474,227","47,919,564",101.50,101.50,100.50,101.00,-0.50,483
111/06/08,"673,409","67,913,889",102.00,102.00,100.00,100.50,-0.50,595
111/06/09,"1,838,262","180,958,268",99.10,99.10,98.00,98.10,-2.40,"2,154"
111/06/10,"1,034,057","100,071,957",97.90,97.90,96.30,96.60,-1.50,"1,099"
111/06/13,"920,501","87,177,216",95.30,95.40,94.50,94.50,-2.10,925
111/06/14,"1,010,336","94,392,840",93.20,95.20,92.60,95.00,+0.50,"1,056"
111/06/15,"587,693","55,419,659",95.00,95.00,93.80,94.30,-0.70,"1,117"
111/06/16,"981,627","91,688,506",95.20,95.50,92.50,92.50,-1.80,"1,367"
111/06/17,"1,443,932","130,110,867",91.20,91.20,89.60,90.20,-2.30,"1,319"
111/06/20,"1,660,181","145,151,707",90.30,90.30,85.50,85.50,-4.70,"1,710"
111/06/21,"944,586","81,861,154",86.00,88.60,85.10,88.10,+2.60,921
111/06/22,"1,107,668","94,804,495",88.10,88.10,84.50,84.50,-3.60,"1,474"
111/06/23,"801,099","67,334,173",84.00,85.30,82.90,84.00,-0.50,"1,167"
111/06/24,"474,851","40,352,593",84.60,85.80,84.20,84.50,+0.50,"1,108"
111/06/27,"491,567","42,726,206",86.20,87.50,86.10,87.10,+2.60,730
111/06/28,"418,365","35,928,725",87.20,87.20,85.30,85.50,-1.60,564
111/06/29,"579,063","48,652,100",84.40,84.80,83.40,83.80,-1.70,555
111/06/30,"1,534,889","123,771,539",83.80,83.80,79.70,79.70,-4.10,"1,560"
