日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
113/09/02,"926,156","136,706,573",150.00,150.00,146.50,146.50,-0.50,"1,155"
113/09/03,"1,611,986","232,437,371",147.50,148.00,142.00,142.00,-4.50,"2,487"
113/09/04,"4,685,130","618,973,024",133.00,135.00,130.00,130.00,-12.00,"5,481"
113/09/05,"2,713,885","353,038,281",134.00,134.00,127.50,128.00,-2.00,"3,134"
113/09/06,"1,823,730","233,971,284",129.00,130.00,127.00,127.50,-0.50,"1,852"
113/09/09,"1,763,967","219,134,177",122.00,126.00,121.50,125.50,-2.00,"1,927"
113/09/10,"2,466,046","304,887,595",127.00,127.50,121.50,122.00,-3.50,"2,545"
113/09/11,"1,246,734","153,616,280",123.00,124.50,121.00,123.00,+1.00,"1,212"
113/09/12,"1,479,245","187,967,907",126.00,128.50,125.00,127.50,+4.50,"1,490"
113/09/13,"2,976,297","393,538,321",128.50,135.00,126.50,134.00,+6.50,"2,924"
113/09/16,"2,103,834","282,578,782",134.50,136.50,132.50,133.00,-1.00,"3,409"
113/09/18,"2,578,537","345,022,383",134.00,135.50,132.00,133.00, 0.00,"2,168"
113/09/19,"2,589,267","348,893,684",134.50,136.50,131.50,135.00,+2.00,"2,127"
113/09/20,"3,886,288","537,167,951",136.50,140.50,136.50,137.00,+2.00,"3,073"
113/09/23,"1,410,963","195,555,989",137.00,140.00,136.00,140.00,+3.00,"1,297"
113/09/24,"1,316,418","181,845,668",138.50,139.50,137.50,138.00,-2.00,"1,357"
113/09/25,"1,838,205","257,790,323",140.00,141.50,139.00,139.00,+1.00,"1,786"
113/09/26,"1,459,363","203,919,288",141.00,142.00,138.50,138.50,-0.50,"1,818"
113/09/27,"2,987,639","426,977,251",140.50,145.00,140.00,142.50,+4.00,"2,658"
113/09/30,"1,358,560","193,538,089",140.50,144.00,140.00,142.50, 0.00,"1,936"
