日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
114/03/03,"4,374,219","568,357,428",132.50,133.00,128.00,130.00,-6.00,"3,958"
114/03/04,"3,275,901","431,048,479",127.50,135.50,126.50,135.00,+5.00,"2,999"
114/03/05,"2,297,899","309,817,257",133.50,137.00,132.50,137.00,+2.00,"1,918"
114/03/06,"1,624,477","220,802,369",137.00,137.50,135.00,135.00,-2.00,"1,801"
114/03/07,"1,289,059","173,718,289",134.00,137.50,133.50,133.50,-1.50,"1,458"
114/03/10,"1,226,831","164,492,361",134.50,136.00,132.50,132.50,-1.00,"1,342"
114/03/11,"2,120,647","272,332,011",129.00,130.50,125.50,129.50,-3.00,"2,065"
114/03/12,"2,768,285","358,012,535",131.00,132.50,128.50,128.50,-1.00,"2,352"
114/03/13,"2,278,859","294,550,182",131.00,133.00,127.00,127.00,-1.50,"2,112"
114/03/14,"2,184,482","280,389,682",129.00,130.50,126.00,129.00,+2.00,"2,896"
114/03/17,"1,291,017","167,736,584",130.50,131.50,129.00,129.00, 0.00,"1,198"
114/03/18,"1,364,737","177,994,539",130.00,133.00,129.00,129.00, 0.00,"1,350"
114/03/19,"2,047,945","264,944,522",129.50,131.00,128.50,128.50,-0.50,"1,891"
114/03/20,"1,625,545","213,172,992",130.00,132.50,129.00,131.50,+3.00,"1,373"
114/03/21,"1,525,736","200,115,298",132.50,132.50,130.50,130.50,-1.00,"1,252"
114/03/24,"1,118,424","144,422,649",131.00,132.00,127.00,127.00,-3.50,"1,346"
114/03/25,"956,975","121,872,112",128.50,130.50,126.00,126.00,-1.00,"1,109"
114/03/26,"950,364","119,864,801",127.50,128.50,125.00,125.00,-1.00,"1,193"
114/03/27,"3,593,428","435,857,940",122.50,125.00,119.50,119.50,-5.50,"3,078"
114/03/28,"4,171,514","475,273,751",118.50,118.50,110.00,112.00,-7.50,"3,839"
114/03/31,"5,527,567","570,055,543",107.00,108.00,101.00,101.00,-11.00,"5,066"
