日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
111/06/01,"1,154,872","1,033,612,868",898.00,908.00,883.00,884.00,-39.00,"2,069"
111/06/02,"635,326","554,575,210",880.00,884.00,861.00,871.00,-13.00,790
111/06/06,"780,318","688,805,681",881.00,896.00,861.00,886.00,+15.00,892
111/06/07,"698,522","625,061,976",891.00,902.00,881.00,889.00,+3.00,840
111/06/08,"539,434","484,351,197",891.00,918.00,885.00,887.00,-2.00,655
111/06/09,"486,643","439,516,739",900.00,910.00,899.00,900.00,+13.00,547
111/06/10,"368,048","330,600,305",891.00,906.00,890.00,900.00, 0.00,408
111/06/13,"846,776","732,348,048",876.00,878.00,850.00,866.00,-34.00,"1,085"
111/06/14,"1,063,015","896,419,489",846.00,856.00,828.00,841.00,-25.00,"1,223"
111/06/15,"921,818","768,986,559",842.00,850.00,825.00,825.00,-16.00,"1,099"
111/06/16,"913,064","746,094,904",840.00,842.00,804.00,806.00,-19.00,"1,340"
111/06/17,"1,485,095","1,121,678,282",758.00,767.00,749.00,755.00,X0.00,"1,893"
111/06/20,"780,508","579,430,311",769.00,772.00,730.00,730.00,-25.00,"1,050"
111/06/21,"941,554","710,582,876",742.00,775.00,742.00,761.00,+31.00,840
111/06/22,"551,549","414,734,923",762.00,770.00,740.00,746.00,-15.00,652
111/06/23,"535,337","396,241,778",751.00,757.00,726.00,734.00,-12.00,617
111/06/24,"517,292","388,588,232",750.00,754.00,746.00,752.00,+18.00,551
111/06/27,"746,768","581,790,105",768.00,793.00,765.00,765.00,+13.00,"1,299"
111/06/28,"484,688","366,187,971",769.00,777.00,742.00,751.00,-14.00,627
111/06/29,"693,266","497,838,897",727.00,730.00,707.00,720.00,-31.00,"1,070"
111/06/30,"1,273,208","877,378,023",706.00,713.00,675.00,697.00,-23.00,"1,497"
