日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
113/09/02,"4,545,732","1,172,709,160",263.00,263.00,255.00,255.00,-6.00,"5,857"
113/09/03,"7,292,473","1,896,098,905",256.00,263.50,255.00,260.50,+5.50,"6,688"
113/09/04,"9,866,948","2,427,451,363",244.00,251.00,238.00,244.50,-16.00,"12,700"
113/09/05,"4,614,856","1,133,075,255",248.00,249.00,242.00,242.50,-2.00,"5,121"
113/09/06,"5,514,421","1,375,408,040",245.00,253.00,243.50,252.50,+10.00,"5,649"
113/09/09,"4,800,246","1,189,810,320",245.00,250.50,245.00,249.00,-3.50,"5,517"
113/09/10,"8,437,717","2,064,944,983",253.50,253.50,238.00,239.00,-10.00,"9,162"
113/09/11,"3,441,733","839,452,319",242.00,247.50,241.50,242.50,+3.50,"3,641"
113/09/12,"6,002,934","1,512,334,130",250.50,254.00,250.00,252.50,+10.00,"7,219"
113/09/13,"3,169,875","796,890,583",253.00,254.50,249.50,251.50,-1.00,"10,319"
113/09/16,"1,917,992","482,376,961",253.00,253.50,250.00,251.50, 0.00,"2,253"
113/09/18,"3,333,580","826,683,502",252.50,252.50,245.00,246.00,-5.50,"4,958"
113/09/19,"4,708,422","1,187,565,317",248.00,256.00,246.00,255.50,+9.50,"5,186"
113/09/20,"6,173,869","1,588,905,371",256.50,261.00,255.00,255.00,-0.50,"9,531"
113/09/23,"4,957,158","1,295,139,011",259.50,264.00,258.00,262.00,+7.00,"5,477"
113/09/24,"4,437,319","1,158,871,767",263.00,263.50,258.00,263.00,+1.00,"11,095"
113/09/25,"9,103,716","2,418,150,905",265.50,269.00,261.50,263.00, 0.00,"12,642"
113/09/26,"5,716,483","1,506,757,071",264.00,265.00,261.50,263.50,+0.50,"13,806"
113/09/27,"4,519,911","1,201,926,646",266.00,268.00,264.50,266.00,+2.50,"17,373"
113/09/30,"4,808,570","1,258,564,504",264.00,266.00,258.50,258.50,-7.50,"21,537"
