日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
114/01/02,"3,408,772","917,918,446",271.50,273.50,267.00,267.00,-5.50,"4,477"
114/01/03,"3,436,488","931,883,209",269.00,274.00,267.50,273.00,+6.00,"3,498"
114/01/06,"11,697,974","3,335,719,345",277.00,289.00,275.00,286.00,+13.00,"12,273"
114/01/07,"11,426,586","3,288,958,949",290.00,293.50,283.50,283.50,-2.50,"29,794"
114/01/08,"6,256,102","1,789,242,916",283.00,290.00,282.50,284.50,+1.00,"18,018"
114/01/09,"4,912,060","1,374,947,069",284.50,285.50,276.00,276.50,-8.00,"10,723"
114/01/10,"4,820,593","1,314,507,671",278.50,279.00,269.00,271.00,-5.50,"6,283"
114/01/13,"7,258,748","1,896,501,529",268.00,268.00,258.50,260.00,-11.00,"9,379"
114/01/14,"4,091,768","1,062,600,825",261.50,262.50,258.50,258.50,-1.50,"5,567"
114/01/15,"9,861,127","2,486,930,177",260.00,260.00,248.00,248.00,-10.50,"13,347"
114/01/16,"4,745,736","1,203,039,954",257.50,257.50,250.50,250.50,+2.50,"5,000"
114/01/17,"2,716,028","684,258,162",252.50,254.50,250.00,252.00,+1.50,"3,744"
114/01/20,"2,275,102","581,411,591",252.50,256.50,252.50,256.50,+4.50,"2,892"
114/01/21,"1,657,549","423,140,426",257.50,257.50,253.50,255.50,-1.00,"2,268"
114/01/22,"3,161,326","803,306,079",257.00,257.50,252.50,253.50,-2.00,"4,156"
